Meeting Title,URL,Congress,Chamber,Meeting Date,Committee
"Fiscal Year 2022 Defense Health and Medical Readiness",https://www.congress.gov/event/117th-congress/house-event/112667,117th,"House of Representatives",2021-05-25T15:00:00Z,"House Appropriations"
"FY 2022 Budget Request for the National Institutes of Health",https://www.congress.gov/event/117th-congress/house-event/112678,117th,"House of Representatives",2021-05-25T14:00:00Z,"House Appropriations"
"Army Quality of Life and Installations Update",https://www.congress.gov/event/117th-congress/house-event/112683,117th,"House of Representatives",2021-05-24T18:00:00Z,"House Appropriations"
"FY 2022 Budget Request for the U.S. Army Corps of Engineers and Bureau of Reclamation",https://www.congress.gov/event/117th-congress/house-event/112653,117th,"House of Representatives",2021-05-24T18:00:00Z,"House Appropriations"
"Member Day",https://www.congress.gov/event/117th-congress/house-event/112656,117th,"House of Representatives",2021-05-20T14:00:00Z,"House Appropriations"
"World Wide Threat and FY 2022 National Intelligence Program/Military Intelligence Program Posture with the Director of National Intelligence and Under Secretary of Defense for Intelligence & Security (CLOSED)",https://www.congress.gov/event/117th-congress/house-event/112630,117th,"House of Representatives",2021-05-20T13:30:00Z,"House Appropriations"
"Member Day",https://www.congress.gov/event/117th-congress/house-event/112634,117th,"House of Representatives",2021-05-20T13:15:00Z,"House Appropriations"
"Fiscal Year 2022 Budget Request for NASA",https://www.congress.gov/event/117th-congress/house-event/112639,117th,"House of Representatives",2021-05-19T18:00:00Z,"House Appropriations"
"Closed Interior Subcommittee Member Roundtable: Office of Navajo and Hopi Indian Relocation",https://www.congress.gov/event/117th-congress/house-event/112652,117th,"House of Representatives",2021-05-19T17:00:00Z,"House Appropriations"
"Central Intelligence Agency FY 2022 Posture (CLOSED)",https://www.congress.gov/event/117th-congress/house-event/112628,117th,"House of Representatives",2021-05-19T14:00:00Z,"House Appropriations"
"FY 2022 Public Witness Day",https://www.congress.gov/event/117th-congress/house-event/112625,117th,"House of Representatives",2021-05-19T14:00:00Z,"House Appropriations"
"Global Climate Finance",https://www.congress.gov/event/117th-congress/house-event/112655,117th,"House of Representatives",2021-05-19T14:00:00Z,"House Appropriations"
"U.S. Customs and Border Protection Resource Management and Operational Priorities",https://www.congress.gov/event/117th-congress/house-event/112654,117th,"House of Representatives",2021-05-19T14:00:00Z,"House Appropriations"
"FY 2022 Member Day",https://www.congress.gov/event/117th-congress/house-event/112624,117th,"House of Representatives",2021-05-18T16:30:00Z,"House Appropriations"
"The Need for Universal Broadband: Lessons from the COVID-19 Pandemic",https://www.congress.gov/event/117th-congress/house-event/112623,117th,"House of Representatives",2021-05-18T14:30:00Z,"House Appropriations"
"Air Force Quality of Life and Installations Update",https://www.congress.gov/event/117th-congress/house-event/112633,117th,"House of Representatives",2021-05-18T14:00:00Z,"House Appropriations"
"Member Day",https://www.congress.gov/event/117th-congress/house-event/112626,117th,"House of Representatives",2021-05-18T14:00:00Z,"House Appropriations"
"National Security Agency and Cyber Command FY 2022 Posture (CLOSED)",https://www.congress.gov/event/117th-congress/house-event/112629,117th,"House of Representatives",2021-05-18T14:00:00Z,"House Appropriations"
"Member Day",https://www.congress.gov/event/117th-congress/house-event/112598,117th,"House of Representatives",2021-05-13T17:00:00Z,"House Appropriations"
"Mental Health Emergencies: Building a Robust Crisis Response System",https://www.congress.gov/event/117th-congress/house-event/112602,117th,"House of Representatives",2021-05-13T14:00:00Z,"House Appropriations"
"Navy and Marine Corps Quality of Life and Installations Update",https://www.congress.gov/event/117th-congress/house-event/112596,117th,"House of Representatives",2021-05-13T14:00:00Z,"House Appropriations"
"U.S. Immigration and Customs Enforcement Resource Management and Operational Priorities",https://www.congress.gov/event/117th-congress/house-event/112599,117th,"House of Representatives",2021-05-13T14:00:00Z,"House Appropriations"
"DEPARTMENT OF HOMELAND SECURITY APPROPRIATIONS FOR 2022 - PART 2",https://www.congress.gov/event/117th-congress/house-event/LC67992/text,117th,"House of Representatives",2021-05-13T04:00:00Z,"House Appropriations"
"Federal Aviation Administration Safety Oversight Hearing",https://www.congress.gov/event/117th-congress/house-event/112593,117th,"House of Representatives",2021-05-12T14:30:00Z,"House Appropriations"
"USDA Research, Education and Economics Mission Area",https://www.congress.gov/event/117th-congress/house-event/112608,117th,"House of Representatives",2021-05-12T14:30:00Z,"House Appropriations"
"Fiscal Year 2022 United States Air Force and Space Force Budget",https://www.congress.gov/event/117th-congress/house-event/112533,117th,"House of Representatives",2021-05-07T16:00:00Z,"House Appropriations"
"Fiscal Year 2022 Budget Request for The Department of Commerce",https://www.congress.gov/event/117th-congress/house-event/112566,117th,"House of Representatives",2021-05-06T18:00:00Z,"House Appropriations"
"USDA Rural Development Mission Area",https://www.congress.gov/event/117th-congress/house-event/112564,117th,"House of Representatives",2021-05-06T18:00:00Z,"House Appropriations"
"FY 2022 Budget Request for the Department of Energy",https://www.congress.gov/event/117th-congress/house-event/112541,117th,"House of Representatives",2021-05-06T17:00:00Z,"House Appropriations"
"U.S. Secret Service Operational Priorities",https://www.congress.gov/event/117th-congress/house-event/112569,117th,"House of Representatives",2021-05-06T14:00:00Z,"House Appropriations"
"ENERGY AND WATER DEVELOPMENT, AND RELATED AGENCIES APPROPRIATIONS FOR 2022",https://www.congress.gov/event/117th-congress/house-event/LC67580/text,117th,"House of Representatives",2021-05-06T04:00:00Z,"House Appropriations"
"Related Agencies- The Year Ahead",https://www.congress.gov/event/117th-congress/house-event/112546,117th,"House of Representatives",2021-05-05T18:30:00Z,"House Appropriations"
"Fiscal Year 2022 United States Army Budget",https://www.congress.gov/event/117th-congress/house-event/112531,117th,"House of Representatives",2021-05-05T16:00:00Z,"House Appropriations"
"FY 2022 Budget Request for the Department of Education",https://www.congress.gov/event/117th-congress/house-event/112548,117th,"House of Representatives",2021-05-05T14:00:00Z,"House Appropriations"
"TSA: Pandemic and Post-Pandemic Implications for Budget and Operations",https://www.congress.gov/event/117th-congress/house-event/112568,117th,"House of Representatives",2021-05-05T14:00:00Z,"House Appropriations"
"Fiscal Year 2022 National Guard and Reserves",https://www.congress.gov/event/117th-congress/house-event/112532,117th,"House of Representatives",2021-05-04T16:00:00Z,"House Appropriations"
"Fiscal Year 2022 Budget Request for The Department of Justice",https://www.congress.gov/event/117th-congress/house-event/112547,117th,"House of Representatives",2021-05-04T14:00:00Z,"House Appropriations"
"Member Day Hearing",https://www.congress.gov/event/117th-congress/house-event/112488,117th,"House of Representatives",2021-05-03T16:00:00Z,"House Appropriations"
"Fiscal Year 2022 United States Navy and Marine Corps Budget",https://www.congress.gov/event/117th-congress/house-event/112497,117th,"House of Representatives",2021-04-29T15:00:00Z,"House Appropriations"
"Violent Extremism and Domestic Terrorism in America: The Role and Response of DOJ",https://www.congress.gov/event/117th-congress/house-event/112510,117th,"House of Representatives",2021-04-29T14:00:00Z,"House Appropriations"
"COMMERCE, JUSTICE, SCIENCE, AND RELATED AGENCIES APPROPRIATIONS FOR 2022",https://www.congress.gov/event/117th-congress/house-event/LC67633/text,117th,"House of Representatives",2021-04-29T04:00:00Z,"House Appropriations"
"COMMERCE, JUSTICE, SCIENCE, AND RELATED AGENCIES APPROPRIATIONS FOR 2022",https://www.congress.gov/event/117th-congress/house-event/LC67642/text,117th,"House of Representatives",2021-04-29T04:00:00Z,"House Appropriations"
"Coast Guard Readiness",https://www.congress.gov/event/117th-congress/house-event/112509,117th,"House of Representatives",2021-04-28T14:00:00Z,"House Appropriations"
"FY 2022 Budget Request for the Department of Labor",https://www.congress.gov/event/117th-congress/house-event/112506,117th,"House of Representatives",2021-04-28T14:00:00Z,"House Appropriations"
"Fiscal Year 2022 Budget Request for the Department of Housing and Urban Development",https://www.congress.gov/event/117th-congress/house-event/112469,117th,"House of Representatives",2021-04-21T18:00:00Z,"House Appropriations"
"United States Central Command (CLOSED)",https://www.congress.gov/event/117th-congress/house-event/111460,117th,"House of Representatives",2021-04-21T18:00:00Z,"House Appropriations"
"Fiscal Year 2022 Budget Request for the Environmental Protection Agency",https://www.congress.gov/event/117th-congress/house-event/112478,117th,"House of Representatives",2021-04-21T14:00:00Z,"House Appropriations"
"Oversight of the Economic Development Administration's Role in Pandemic Response",https://www.congress.gov/event/117th-congress/house-event/112466,117th,"House of Representatives",2021-04-21T14:00:00Z,"House Appropriations"
"United States Africa Command (CLOSED)",https://www.congress.gov/event/117th-congress/house-event/111459,117th,"House of Representatives",2021-04-21T14:00:00Z,"House Appropriations"
"Building Capacity, Building Community: Increasing Investments in Community Colleges",https://www.congress.gov/event/117th-congress/house-event/111462,117th,"House of Representatives",2021-04-20T14:00:00Z,"House Appropriations"
"Fiscal Year 2022 Budget Request for the Department of the Interior",https://www.congress.gov/event/117th-congress/house-event/112476,117th,"House of Representatives",2021-04-20T14:00:00Z,"House Appropriations"
"Food, Nutrition, and Consumer Services, USDA",https://www.congress.gov/event/117th-congress/house-event/112479,117th,"House of Representatives",2021-04-20T14:00:00Z,"House Appropriations"
"United States European Command (CLOSED)",https://www.congress.gov/event/117th-congress/house-event/111458,117th,"House of Representatives",2021-04-20T14:00:00Z,"House Appropriations"
"DEPARTMENT OF DEFENSE APPROPRIATIONS FOR 2022 PT 2",https://www.congress.gov/event/117th-congress/house-event/LC67850/text,117th,"House of Representatives",2021-04-20T04:00:00Z,"House Appropriations"
"Fiscal Year 2022 Budget Request for the Department of Transportation",https://www.congress.gov/event/117th-congress/house-event/111438,117th,"House of Representatives",2021-04-15T18:00:00Z,"House Appropriations"
"U.S. Forest Service FY22 Budget Request",https://www.congress.gov/event/117th-congress/house-event/111425,117th,"House of Representatives",2021-04-15T18:00:00Z,"House Appropriations"
"FY 2022 Budget Hearing: Department of Veterans Affairs",https://www.congress.gov/event/117th-congress/house-event/111430,117th,"House of Representatives",2021-04-15T14:00:00Z,"House Appropriations"
"FY 2022 Budget Request for the Department of Health and Human Services",https://www.congress.gov/event/117th-congress/house-event/111441,117th,"House of Representatives",2021-04-15T14:00:00Z,"House Appropriations"
"FY2022 Budget Hearing: Department of Veterans Affairs",https://www.congress.gov/event/117th-congress/house-event/111420,117th,"House of Representatives",2021-04-15T14:00:00Z,"House Appropriations"
"Increasing Risks of Climate Change and NOAA's Role in Providing Climate Services",https://www.congress.gov/event/117th-congress/house-event/111436,117th,"House of Representatives",2021-04-15T14:00:00Z,"House Appropriations"
"United States Southern Command",https://www.congress.gov/event/117th-congress/house-event/111421,117th,"House of Representatives",2021-04-15T14:00:00Z,"House Appropriations"
"DEPARTMENTS OF LABOR, HEALTH AND HUMAN SERVICES, EDUCATION, AND RELATED AGENCIES APPROPRIATIONS FOR 2022",https://www.congress.gov/event/117th-congress/house-event/LC67810/text,117th,"House of Representatives",2021-04-15T04:00:00Z,"House Appropriations"
"Critical Management Issues – U.S. Diplomatic and Development Agencies",https://www.congress.gov/event/117th-congress/house-event/111419,117th,"House of Representatives",2021-04-14T14:00:00Z,"House Appropriations"
"The National Science Foundation's Fiscal Year 2022 Budget Request",https://www.congress.gov/event/117th-congress/house-event/111427,117th,"House of Representatives",2021-04-14T14:00:00Z,"House Appropriations"
"The U.S. Department of Agriculture – The Year Ahead",https://www.congress.gov/event/117th-congress/house-event/111435,117th,"House of Representatives",2021-04-14T14:00:00Z,"House Appropriations"
"Creating Equitable Communities through Transportation and Housing",https://www.congress.gov/event/117th-congress/house-event/111382,117th,"House of Representatives",2021-03-25T18:30:00Z,"House Appropriations"
"The Effects of COVID-19 on Arts and Humanities Organizations",https://www.congress.gov/event/117th-congress/house-event/111354,117th,"House of Representatives",2021-03-25T17:00:00Z,"House Appropriations"
"Leading by Action: The Fierce Urgency for Diversity and Inclusion in the Foreign Policy Workforce",https://www.congress.gov/event/117th-congress/house-event/111390,117th,"House of Representatives",2021-03-25T15:00:00Z,"House Appropriations"
"Remediation and Impact of PFAS",https://www.congress.gov/event/117th-congress/house-event/111385,117th,"House of Representatives",2021-03-24T18:00:00Z,"House Appropriations"
"The Rural Economy",https://www.congress.gov/event/117th-congress/house-event/111379,117th,"House of Representatives",2021-03-24T18:00:00Z,"House Appropriations"
"Management, Performance Challenges, and COVID Response at the Department of Justice",https://www.congress.gov/event/117th-congress/house-event/111325,117th,"House of Representatives",2021-03-24T14:30:00Z,"House Appropriations"
"Targeted Violence and Terrorism Prevention",https://www.congress.gov/event/117th-congress/house-event/111395,117th,"House of Representatives",2021-03-24T14:00:00Z,"House Appropriations"
"Future Defense Spending",https://www.congress.gov/event/117th-congress/house-event/111389,117th,"House of Representatives",2021-03-23T18:00:00Z,"House Appropriations"
"Addressing the Maternal Health Crisis",https://www.congress.gov/event/117th-congress/house-event/111387,117th,"House of Representatives",2021-03-23T14:00:00Z,"House Appropriations"
"Wood Innovation: Sustainable Forest Products to Reinvigorate Rural Economies",https://www.congress.gov/event/117th-congress/house-event/111353,117th,"House of Representatives",2021-03-23T14:00:00Z,"House Appropriations"
"COVID Outbreaks and Management Challenges: Evaluating the Federal Bureau of Prisons' Pandemic Response and the Way Forward",https://www.congress.gov/event/117th-congress/house-event/111324,117th,"House of Representatives",2021-03-18T18:00:00Z,"House Appropriations"
"Efforts to Address Marine Plastic Pollution Through Recycling",https://www.congress.gov/event/117th-congress/house-event/111346,117th,"House of Representatives",2021-03-18T15:00:00Z,"House Appropriations"
"FY 2022 Budget Hearing: Office of Congressional Workplace Rights (OCWR)",https://www.congress.gov/event/117th-congress/house-event/111338,117th,"House of Representatives",2021-03-18T14:00:00Z,"House Appropriations"
"COMMERCE, JUSTICE, SCIENCE, AND RELATED AGENCIES APPROPRIATIONS FOR 2022",https://www.congress.gov/event/117th-congress/house-event/LC67632/text,117th,"House of Representatives",2021-03-18T04:00:00Z,"House Appropriations"
"INTERIOR, ENVIRONMENT, AND RELATED AGENCIES APPROPRIATIONS FOR 2022",https://www.congress.gov/event/117th-congress/house-event/LC67740/text,117th,"House of Representatives",2021-03-18T04:00:00Z,"House Appropriations"
"Domestic Manufacturing for a Clean Energy Future",https://www.congress.gov/event/117th-congress/house-event/111330,117th,"House of Representatives",2021-03-17T17:00:00Z,"House Appropriations"
"DHS Management Challenges",https://www.congress.gov/event/117th-congress/house-event/111337,117th,"House of Representatives",2021-03-17T14:00:00Z,"House Appropriations"
"Climate Change, National Security, and the Arctic",https://www.congress.gov/event/117th-congress/house-event/111349,117th,"House of Representatives",2021-03-17T13:00:00Z,"House Appropriations"
"The Role of FEMA and Emergency Management in COVID-19 Response",https://www.congress.gov/event/117th-congress/house-event/111322,117th,"House of Representatives",2021-03-16T14:00:00Z,"House Appropriations"
"VA Specialty Healthcare: Oversight of Women's Health, Mental Health, and Suicide Prevention, Whole Health and Homelessness",https://www.congress.gov/event/117th-congress/house-event/111303,117th,"House of Representatives",2021-03-12T16:30:00Z,"House Appropriations"
"Oversight of the U.S. Postal Service",https://www.congress.gov/event/117th-congress/house-event/111294,117th,"House of Representatives",2021-03-11T19:00:00Z,"House Appropriations"
"COVID-19 and the Mental Health and Substance Use Crises",https://www.congress.gov/event/117th-congress/house-event/111287,117th,"House of Representatives",2021-03-11T15:00:00Z,"House Appropriations"
"FY 2022 Budget Hearing for Architect of the Capitol and Government Publishing Office",https://www.congress.gov/event/117th-congress/house-event/111297,117th,"House of Representatives",2021-03-11T15:00:00Z,"House Appropriations"
"Innovation and Investment in Water Resources Infrastructure",https://www.congress.gov/event/117th-congress/house-event/111276,117th,"House of Representatives",2021-03-10T19:00:00Z,"House Appropriations"
"FY 2022 Budget Hearing for Government Accountability Office and House Officers",https://www.congress.gov/event/117th-congress/house-event/111292,117th,"House of Representatives",2021-03-10T15:00:00Z,"House Appropriations"
"Modernizing the Federal Civilian Approach to Cybersecurity",https://www.congress.gov/event/117th-congress/house-event/111291,117th,"House of Representatives",2021-03-10T15:00:00Z,"House Appropriations"
"Challenges Facing Veterans in Accessing Fertility Services",https://www.congress.gov/event/117th-congress/house-event/111274,117th,"House of Representatives",2021-03-09T15:00:00Z,"House Appropriations"
"FDA'S Foreign Drug Inspections Program",https://www.congress.gov/event/117th-congress/house-event/111273,117th,"House of Representatives",2021-03-09T15:00:00Z,"House Appropriations"
"The Rural Economy",https://www.congress.gov/event/117th-congress/house-event/111282,117th,"House of Representatives",2021-03-09T15:00:00Z,"House Appropriations"
"Status of Department of Veterans Affairs Infrastructure",https://www.congress.gov/event/117th-congress/house-event/111272,117th,"House of Representatives",2021-03-05T15:30:00Z,"House Appropriations"
"Office of Congressional Workplace Rights FY 2022 Budget Hearing",https://www.congress.gov/event/117th-congress/house-event/111265,117th,"House of Representatives",2021-03-04T15:00:00Z,"House Appropriations"
"Library of Congress FY 2022 Budget Hearing",https://www.congress.gov/event/117th-congress/house-event/111264,117th,"House of Representatives",2021-03-03T17:30:00Z,"House Appropriations"
"U.S. Capitol Police FY 2022 Budget Hearing",https://www.congress.gov/event/117th-congress/house-event/111263,117th,"House of Representatives",2021-03-03T15:00:00Z,"House Appropriations"
"Congressional Budget Office FY 2022 Budget Hearing",https://www.congress.gov/event/117th-congress/house-event/111262,117th,"House of Representatives",2021-03-02T19:00:00Z,"House Appropriations"
"U.S. Military Service Academies Overview",https://www.congress.gov/event/117th-congress/house-event/111267,117th,"House of Representatives",2021-03-02T15:30:00Z,"House Appropriations"
"Health and Safety Protections for Meatpacking, Poultry, and Agricultural Workers",https://www.congress.gov/event/117th-congress/house-event/111253,117th,"House of Representatives",2021-03-02T15:00:00Z,"House Appropriations"
"Open World FY 2022 Budget Hearing",https://www.congress.gov/event/117th-congress/house-event/111261,117th,"House of Representatives",2021-03-02T15:00:00Z,"House Appropriations"
"Strategies for Energy and Climate Innovation",https://www.congress.gov/event/117th-congress/house-event/111216,117th,"House of Representatives",2021-02-25T19:00:00Z,"House Appropriations"
"U.S. Capitol Police and House Sergeant at Arms, Security Failures on January 6",https://www.congress.gov/event/117th-congress/house-event/111235,117th,"House of Representatives",2021-02-25T15:00:00Z,"House Appropriations"
"AGRICULTURE, RURAL DEVELOPMENT, FOOD AND DRUG ADMINISTRATION, AND RELATED AGENCIES APPROPRIATIONS FOR 2022",https://www.congress.gov/event/117th-congress/house-event/LC68156/text,117th,"House of Representatives",2021-02-25T05:00:00Z,"House Appropriations"
"Impact of PFAS Exposure on Service Members",https://www.congress.gov/event/117th-congress/house-event/111206,117th,"House of Representatives",2021-02-24T19:00:00Z,"House Appropriations"
"Health and Wellness of Employees and State of Damage and Preservation as a Result of the January 6 Insurrection Hearing",https://www.congress.gov/event/117th-congress/house-event/111233,117th,"House of Representatives",2021-02-24T15:00:00Z,"House Appropriations"
"Ready or Not: U.S. Public Health Infrastructure",https://www.congress.gov/event/117th-congress/house-event/111225,117th,"House of Representatives",2021-02-24T15:00:00Z,"House Appropriations"
"The Judiciary’s Budget Request for Fiscal Year 2022",https://www.congress.gov/event/117th-congress/house-event/111220,117th,"House of Representatives",2021-02-24T15:00:00Z,"House Appropriations"
"Future Defense Spending",https://www.congress.gov/event/117th-congress/house-event/111224,117th,"House of Representatives",2021-02-24T14:30:00Z,"House Appropriations"
"Oversight of the Internal Revenue Service",https://www.congress.gov/event/117th-congress/house-event/111219,117th,"House of Representatives",2021-02-23T15:00:00Z,"House Appropriations"
"Access to Fertility Services for Veterans",https://www.congress.gov/event/117th-congress/house-event/111205,117th,"House of Representatives",2021-02-23T14:30:00Z,"House Appropriations"
"Department of Veterans Affairs COVID-19 Response",https://www.congress.gov/event/117th-congress/house-event/111194,117th,"House of Representatives",2021-02-19T18:00:00Z,"House Appropriations"
"Department of Veterans Affairs COVID-19 Response",https://www.congress.gov/event/117th-congress/house-event/111201,117th,"House of Representatives",2021-02-19T18:00:00Z,"House Appropriations"
"COVID-19 and the Child Care Crisis",https://www.congress.gov/event/117th-congress/house-event/111202,117th,"House of Representatives",2021-02-19T15:00:00Z,"House Appropriations"
"DEPARTMENTS OF LABOR, HEALTH AND HUMAN SERVICES, EDUCATION, AND RELATED AGENCIES APPROPRIATIONS FOR 2022",https://www.congress.gov/event/117th-congress/house-event/LC67871/text,117th,"House of Representatives",2021-02-19T05:00:00Z,"House Appropriations"
"House Wellness and Office of Employee Assistance (OEA) Hearing",https://www.congress.gov/event/117th-congress/house-event/111187,117th,"House of Representatives",2021-02-18T15:00:00Z,"House Appropriations"
"LEGISLATIVE BRANCH APPROPRIATIONS FOR 2022",https://www.congress.gov/event/117th-congress/house-event/LC67636/text,117th,"House of Representatives",2021-02-18T05:00:00Z,"House Appropriations"
"Election Assistance Commission Oversight Hearing",https://www.congress.gov/event/117th-congress/house-event/111188,117th,"House of Representatives",2021-02-16T16:00:00Z,"House Appropriations"
"Oversight of Military Privatized Housing",https://www.congress.gov/event/117th-congress/house-event/111193,117th,"House of Representatives",2021-02-16T16:00:00Z,"House Appropriations"
"Appropriations Full Committee Organizational Meeting",https://www.congress.gov/event/117th-congress/house-event/111144,117th,"House of Representatives",2021-02-04T18:00:00Z,"House Appropriations"
"LEGISLATIVE BRANCH APPROPRIATIONS FOR 2022",https://www.congress.gov/event/117th-congress/house-event/LC69035/text,117th,"House of Representatives",2021-01-06T05:00:00Z,"House Appropriations"
"DEPARTMENTS OF LABOR HEALTH AND HUMAN SERVICES, EDUCATION, AND RELATED AGENCIES APPROPRIATIONS FOR 2022",https://www.congress.gov/event/117th-congress/house-event/LC67889/text,117th,"House of Representatives",2021-01-01T05:00:00Z,"House Appropriations"
"DEPARTMENTS OF TRANSPORTATION, AND HOUSING AND URBAN DEVELOPMENT, AND RELATED AGENCIES APPROPRIATIONS FOR 2023",https://www.congress.gov/event/117th-congress/house-event/LC68167/text,117th,"House of Representatives",2021-01-01T05:00:00Z,"House Appropriations"
"ENERGY AND WATER DEVELOPMENT APPROPRIATIONS FOR 2023",https://www.congress.gov/event/117th-congress/house-event/LC70583/text,117th,"House of Representatives",2021-01-01T05:00:00Z,"House Appropriations"
"STATE, FOREIGN OPERATIONS, AND RELATED PROGRAMS APPROPRIATIONS FOR 2022",https://www.congress.gov/event/117th-congress/house-event/LC68085/text,117th,"House of Representatives",2021-01-01T05:00:00Z,"House Appropriations"
"The Impact on Women Seeking an Abortion but are Denied Because of an Inability to Pay",https://www.congress.gov/event/116th-congress/house-event/111098,116th,"House of Representatives",2020-12-08T15:00:00Z,"House Appropriations"
"Indian Country COVID-19 Response and Update",https://www.congress.gov/event/116th-congress/house-event/111051,116th,"House of Representatives",2020-09-30T17:00:00Z,"House Appropriations"
"FY 2021 Homeland Security, Financial Services and General Government Appropriations Bills, and the Revised 302bs",https://www.congress.gov/event/116th-congress/house-event/110881,116th,"House of Representatives",2020-07-15T13:00:00Z,"House Appropriations"
"FY2021 Defense, Commerce, Justice, Science, and Related Agencies and Transportation, Housing and Urban Development, and Related Agencies Appropriations Bills",https://www.congress.gov/event/116th-congress/house-event/110880,116th,"House of Representatives",2020-07-14T14:00:00Z,"House Appropriations"
"FY2021 Energy and Water Development, and Related Agencies, and Labor, Health and Human Services, Education, and Related Agencies Appropriations Bills",https://www.congress.gov/event/116th-congress/house-event/110879,116th,"House of Representatives",2020-07-13T17:00:00Z,"House Appropriations"
"FY 2021 Interior and the Environment, and Related Agencies, and the Legislative Branch Appropriations Bills",https://www.congress.gov/event/116th-congress/house-event/110878,116th,"House of Representatives",2020-07-10T13:00:00Z,"House Appropriations"
"FY2021 Report on the Suballocation of Budget Allocations, State and Foreign Operations, Military Construction and Veterans Affairs, and Agriculture Appropriations Bills",https://www.congress.gov/event/116th-congress/house-event/110875,116th,"House of Representatives",2020-07-09T14:00:00Z,"House Appropriations"
"FY 2021 Defense Subcommittee Markup",https://www.congress.gov/event/116th-congress/house-event/110867,116th,"House of Representatives",2020-07-08T19:00:00Z,"House Appropriations"
"FY 2021 Financial Services and General Government Subcommittee Markup",https://www.congress.gov/event/116th-congress/house-event/110866,116th,"House of Representatives",2020-07-08T17:00:00Z,"House Appropriations"
"FY 2021 Departments of Transportation, and House and Urban Development, and Related Agencies Subcommittee Markup",https://www.congress.gov/event/116th-congress/house-event/110865,116th,"House of Representatives",2020-07-08T15:00:00Z,"House Appropriations"
"FY 2021 Commerce, Justice, Science, and Related Agencies Subcommittee Markup",https://www.congress.gov/event/116th-congress/house-event/110864,116th,"House of Representatives",2020-07-08T13:00:00Z,"House Appropriations"
"FY 2021 Departments of Labor, Health and Human Services, Education, and Related Agencies Subcommittee Markup",https://www.congress.gov/event/116th-congress/house-event/110863,116th,"House of Representatives",2020-07-07T21:00:00Z,"House Appropriations"
"FY 2021 Energy and Water Development, and Related Agencies Subcommittee Markup",https://www.congress.gov/event/116th-congress/house-event/110862,116th,"House of Representatives",2020-07-07T19:00:00Z,"House Appropriations"
"FY 2021 Legislative Branch Subcommittee Markup",https://www.congress.gov/event/116th-congress/house-event/110861,116th,"House of Representatives",2020-07-07T17:00:00Z,"House Appropriations"
"FY 2021 Interior, Environment, and Related Agencies Subcommittee Markup",https://www.congress.gov/event/116th-congress/house-event/110859,116th,"House of Representatives",2020-07-07T15:00:00Z,"House Appropriations"
"FY 2021 Homeland Security Subcommittee Markup",https://www.congress.gov/event/116th-congress/house-event/110873,116th,"House of Representatives",2020-07-07T13:00:00Z,"House Appropriations"
"FY 21 Homeland Security Subcommittee Markup Meeting",https://www.congress.gov/event/116th-congress/house-event/110858,116th,"House of Representatives",2020-07-07T13:00:00Z,"House Appropriations"
"FY 2021 Military Construction, Veteran Affairs, and Related Agencies Subcommittee Markup",https://www.congress.gov/event/116th-congress/house-event/110857,116th,"House of Representatives",2020-07-07T00:00:00Z,"House Appropriations"
"FY 2021 Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Subcommittee Markup",https://www.congress.gov/event/116th-congress/house-event/110855,116th,"House of Representatives",2020-07-06T22:00:00Z,"House Appropriations"
"FY 2021 State, Foreign Operations, and Related Programs Subcommittee Markup",https://www.congress.gov/event/116th-congress/house-event/110856,116th,"House of Representatives",2020-07-06T20:00:00Z,"House Appropriations"
"Member Day Testimony for FY21 Appropriations",https://www.congress.gov/event/116th-congress/house-event/110820,116th,"House of Representatives",2020-06-23T15:00:00Z,"House Appropriations"
"Indian Health Service Covid-19 Response",https://www.congress.gov/event/116th-congress/house-event/110779,116th,"House of Representatives",2020-06-11T17:00:00Z,"House Appropriations"
"COVID-19 Response",https://www.congress.gov/event/116th-congress/house-event/110771,116th,"House of Representatives",2020-06-04T15:00:00Z,"House Appropriations"
"Department of Veterans Affairs - Response to COVID-19",https://www.congress.gov/event/116th-congress/house-event/110753,116th,"House of Representatives",2020-05-28T14:00:00Z,"House Appropriations"
"COVID-19 Response",https://www.congress.gov/event/116th-congress/house-event/110747,116th,"House of Representatives",2020-05-06T14:00:00Z,"House Appropriations"
"DEPARTMENTS OF LABOR, HEALTH AND HUMAN SERVICES, EDUCATION, AND RELATED AGENCIES APPROPRIATIONS FOR 2021",https://www.congress.gov/event/116th-congress/house-event/LC66023/text,116th,"House of Representatives",2020-05-06T04:00:00Z,"House Appropriations"
"Member Day",https://www.congress.gov/event/116th-congress/house-event/110590,116th,"House of Representatives",2020-03-25T14:00:00Z,"House Appropriations"
"Member Day",https://www.congress.gov/event/116th-congress/house-event/110529,116th,"House of Representatives",2020-03-24T14:30:00Z,"House Appropriations"
"Smithsonian Institution Budget Request for FY2021",https://www.congress.gov/event/116th-congress/house-event/110709,116th,"House of Representatives",2020-03-12T13:45:00Z,"House Appropriations"
"Member Day",https://www.congress.gov/event/116th-congress/house-event/110527,116th,"House of Representatives",2020-03-12T13:00:00Z,"House Appropriations"
"Navy and Marine Corps Installations and Quality of Life",https://www.congress.gov/event/116th-congress/house-event/110708,116th,"House of Representatives",2020-03-12T13:00:00Z,"House Appropriations"
"Public Witness Day",https://www.congress.gov/event/116th-congress/house-event/110526,116th,"House of Representatives",2020-03-12T12:30:00Z,"House Appropriations"
