Meeting Title,URL,Congress,Chamber,Meeting Date,Committee
"S.Hrg. 116-181 — DEVELOPMENTS IN GLOBAL INSURANCE REGULATORY AND SUPERVISORY FORUMS",https://www.congress.gov/event/116th-congress/senate-event/LC67086/text,116th,Senate,2019-09-12T04:00:00Z,"Senate Banking, Housing, and Urban Affairs"
"Hearings to examine housing finance reform, focusing on next steps.",https://www.congress.gov/event/116th-congress/senate-event/326349,116th,Senate,2019-09-10T14:00:00Z,"Senate Banking, Housing, and Urban Affairs"
"S.Hrg. 116-180 — HOUSING FINANCE REFORM: NEXT STEPS",https://www.congress.gov/event/116th-congress/senate-event/LC67085/text,116th,Senate,2019-09-10T04:00:00Z,"Senate Banking, Housing, and Urban Affairs"
"S.Hrg. 116-87 — HUMAN TRAFFICKING AND THE INTERSECTION WITH OUR FINANCIAL SYSTEM",https://www.congress.gov/event/116th-congress/senate-event/LC64554/text,116th,Senate,2019-09-03T04:00:00Z,"Senate Banking, Housing, and Urban Affairs"
"Hearings to examine regulatory frameworks for digital currencies and blockchain.",https://www.congress.gov/event/116th-congress/senate-event/326228,116th,Senate,2019-07-30T14:00:00Z,"Senate Banking, Housing, and Urban Affairs"
"S.Hrg. 116-104 — EXAMINING REGULATORY FRAMEWORKS FOR DIGITAL CURRENCIES AND BLOCKCHAIN",https://www.congress.gov/event/116th-congress/senate-event/LC64800/text,116th,Senate,2019-07-30T04:00:00Z,"Senate Banking, Housing, and Urban Affairs"
"Hearings to examine challenges for cannabis and banking, focusing on outside perspectives.",https://www.congress.gov/event/116th-congress/senate-event/326190,116th,Senate,2019-07-23T14:00:00Z,"Senate Banking, Housing, and Urban Affairs"
"S.Hrg. 116-82 — CHALLENGES FOR CANNABIS AND BANKING: OUTSIDE PERSPECTIVES",https://www.congress.gov/event/116th-congress/senate-event/LC64544/text,116th,Senate,2019-07-23T04:00:00Z,"Senate Banking, Housing, and Urban Affairs"
"Hearings to examine export control reform implementation, focusing on outside perspectives.",https://www.congress.gov/event/116th-congress/senate-event/326165,116th,Senate,2019-07-18T14:00:00Z,"Senate Banking, Housing, and Urban Affairs"
"S.Hrg. 116-122 — EXPORT CONTROL REFORM IMPLEMENTATION: OUTSIDE PERSPECTIVES",https://www.congress.gov/event/116th-congress/senate-event/LC65132/text,116th,Senate,2019-07-18T04:00:00Z,"Senate Banking, Housing, and Urban Affairs"
"Hearings to examine economic mobility, focusing on whether the American dream is in crisis.",https://www.congress.gov/event/116th-congress/senate-event/326145,116th,Senate,2019-07-17T13:30:00Z,"Senate Banking, Housing, and Urban Affairs"
"S.Hrg. 116-123 — ECONOMIC MOBILITY: IS THE AMERICAN DREAM IN CRISIS?",https://www.congress.gov/event/116th-congress/senate-event/LC68724/text,116th,Senate,2019-07-17T04:00:00Z,"Senate Banking, Housing, and Urban Affairs"
"Hearings to examine Facebook's proposed digital currency and data privacy considerations.",https://www.congress.gov/event/116th-congress/senate-event/326144,116th,Senate,2019-07-16T14:00:00Z,"Senate Banking, Housing, and Urban Affairs"
"S.Hrg. 116-71 — EXAMINING FACEBOOK'S PROPOSED DIGITAL CURRENCY AND DATA PRIVACY CONSIDERATIONS",https://www.congress.gov/event/116th-congress/senate-event/LC64460/text,116th,Senate,2019-07-16T04:00:00Z,"Senate Banking, Housing, and Urban Affairs"
"Hearings to examine the Semiannual Monetary Policy Report to the Congress.",https://www.congress.gov/event/116th-congress/senate-event/326080,116th,Senate,2019-07-11T14:00:00Z,"Senate Banking, Housing, and Urban Affairs"
"S.Hrg. 116-72 — THE SEMIANNUAL MONETARY POLICY REPORT TO THE CONGRESS",https://www.congress.gov/event/116th-congress/senate-event/LC64548/text,116th,Senate,2019-07-11T04:00:00Z,"Senate Banking, Housing, and Urban Affairs"
"An oversight hearing to examine reauthorization of the Export-Import Bank of the United States.",https://www.congress.gov/event/116th-congress/senate-event/326042,116th,Senate,2019-06-27T14:00:00Z,"Senate Banking, Housing, and Urban Affairs"
"S.Hrg. 116-73 — OVERSIGHT AND REAUTHORIZATION OF THE EXPORT IMPORT BANK OF THE UNITED STATES",https://www.congress.gov/event/116th-congress/senate-event/LC64553/text,116th,Senate,2019-06-27T04:00:00Z,"Senate Banking, Housing, and Urban Affairs"
"Hearings to examine whether Fannie Mae and Freddie Mac should be designated as systematically important financial institutions.",https://www.congress.gov/event/116th-congress/senate-event/326043,116th,Senate,2019-06-25T14:00:00Z,"Senate Banking, Housing, and Urban Affairs"
"S.Hrg. 116-66 — SHOULD FANNIE MAE AND FREDDIE MAC BE DESIGNATED SYSTEMICALLY IMPORTANT FINANCIAL INSTITUTIONS",https://www.congress.gov/event/116th-congress/senate-event/LC64255/text,116th,Senate,2019-06-25T04:00:00Z,"Senate Banking, Housing, and Urban Affairs"
"Hearings to examine outside perspectives on the collection of beneficial ownership information.",https://www.congress.gov/event/116th-congress/senate-event/326001,116th,Senate,2019-06-20T14:00:00Z,"Senate Banking, Housing, and Urban Affairs"
"S.Hrg. 116-64 — OUTSIDE PERSPECTIVES ON THE COLLECTION OF BENEFICIAL OWNERSHIP INFORMATION",https://www.congress.gov/event/116th-congress/senate-event/LC64252/text,116th,Senate,2019-06-20T04:00:00Z,"Senate Banking, Housing, and Urban Affairs"
"Hearings to examine the reauthorization of the Terrorism Risk Insurance Program.",https://www.congress.gov/event/116th-congress/senate-event/326045,116th,Senate,2019-06-18T14:30:00Z,"Senate Banking, Housing, and Urban Affairs"
"S.Hrg. 116-121 — THE REAUTHORIZATION OF THE TERRORISM RISK INSURANCE PROGRAM",https://www.congress.gov/event/116th-congress/senate-event/326002,116th,Senate,2019-06-18T04:00:00Z,"Senate Banking, Housing, and Urban Affairs"
"Hearings to examine data brokers and the impact on financial data privacy, credit, insurance, employment, and housing.",https://www.congress.gov/event/116th-congress/senate-event/325962,116th,Senate,2019-06-11T14:00:00Z,"Senate Banking, Housing, and Urban Affairs"
"S.Hrg. 116-118 — DATA BROKERS AND THE IMPACT ON FINANCIAL DATA PRIVACY, CREDIT, INSURANCE, EMPLOYMENT, AND HOUSING",https://www.congress.gov/event/116th-congress/senate-event/LC65970/text,116th,Senate,2019-06-11T04:00:00Z,"Senate Banking, Housing, and Urban Affairs"
"Hearings to examine the nominations of Thomas Peter Feddo, of Virginia, to be Assistant Secretary of the Treasury for Investment Security, Nazak Nikakhtar, of Maryland, to be Under Secretary for Industry and Security, and Ian Paul Steff, of Indiana, to be Assistant Secretary and Director General of the United States and Foreign Commercial Service, both of the Department of Commerce, Michelle Bowman, of Kansas, to be a Member of the Board of Governors of the Federal Reserve System, Paul Shmotolokha, of Washington, to be First Vice President of the Export-Import Bank of the United States, and Allison Herren Lee, of Colorado, to be a Member of the Securities and Exchange Commission.",https://www.congress.gov/event/116th-congress/senate-event/325922,116th,Senate,2019-06-05T13:50:00Z,"Senate Banking, Housing, and Urban Affairs"
"S.Hrg. 116-38 — NOMINATIONS OF THOMAS PETER FEDDO, NAZAK NIKAKHTAR, IAN PAUL STEFF, MICHELLE BOWMAN, PAUL SHMOTOLOKHA, AND ALLISON HERREN LEE",https://www.congress.gov/event/116th-congress/senate-event/LC64012/text,116th,Senate,2019-06-05T04:00:00Z,"Senate Banking, Housing, and Urban Affairs"
"Hearings to examine confronting threats from China, focusing on assessing controls on technology and investment and measures to combat opioid trafficking.",https://www.congress.gov/event/116th-congress/senate-event/325923,116th,Senate,2019-06-04T14:00:00Z,"Senate Banking, Housing, and Urban Affairs"
"S.Hrg. 116-41 — CONFRONTING THREATS FROM CHINA: ASSESSING CONTROLS ON TECHNOLOGY AND INVESTMENT, AND MEASURES TO COMBAT OPIOID TRAFFICKING",https://www.congress.gov/event/116th-congress/senate-event/LC64462/text,116th,Senate,2019-06-04T04:00:00Z,"Senate Banking, Housing, and Urban Affairs"
"S.Hrg. 116-36 — COMBATING ILLICIT FINANCING BY ANONYMOUS SHELL COMPANIES THROUGH THE COLLECTION OF BENEFICIAL OWNERSHIP INFORMATION",https://www.congress.gov/event/116th-congress/senate-event/LC64728/text,116th,Senate,2019-05-21T04:00:00Z,"Senate Banking, Housing, and Urban Affairs"
"S.Hrg. 116-119 — OVERSIGHT OF FINANCIAL REGULATORS",https://www.congress.gov/event/116th-congress/senate-event/LC68580/text,116th,Senate,2019-05-15T04:00:00Z,"Senate Banking, Housing, and Urban Affairs"
"S.Hrg. 116-120 — PRIVACY RIGHTS AND DATA COLLECTION IN A DIGITAL ECONOMY",https://www.congress.gov/event/116th-congress/senate-event/LC65969/text,116th,Senate,2019-05-07T04:00:00Z,"Senate Banking, Housing, and Urban Affairs"
"S.Hrg. 116-25 — GUIDANCE, SUPERVISORY EXPECTATIONS, AND THE RULE OF LAW: HOW DO THE BANKING AGENCIES REGULATE AND SUPERVISE INSTITUTIONS?",https://www.congress.gov/event/116th-congress/senate-event/LC64600/text,116th,Senate,2019-04-30T04:00:00Z,"Senate Banking, Housing, and Urban Affairs"
"S.Hrg. 116-24 — THE APPLICATION OF ENVIRONMENTAL, SOCIAL, AND GOVERNANCE PRINCIPLES IN INVESTING AND THE ROLE OF ASSET MANAGERS, PROXY ADVISORS, AND OTHER INTERMEDIARIES",https://www.congress.gov/event/116th-congress/senate-event/LC64602/text,116th,Senate,2019-04-02T04:00:00Z,"Senate Banking, Housing, and Urban Affairs"
"S.Hrg. 116-92 — CHAIRMAN'S HOUSING REFORM OUTLINE: PART 2",https://www.congress.gov/event/116th-congress/senate-event/LC65968/text,116th,Senate,2019-03-27T04:00:00Z,"Senate Banking, Housing, and Urban Affairs"
"S.Hrg. 116-91 — CHAIRMAN'S HOUSING REFORM OUTLINE: PART 1",https://www.congress.gov/event/116th-congress/senate-event/LC65967/text,116th,Senate,2019-03-26T04:00:00Z,"Senate Banking, Housing, and Urban Affairs"
"S.Hrg. 116-23 — FINANCIAL STABILITY OVERSIGHT COUNCIL NONBANK DESIGNATION",https://www.congress.gov/event/116th-congress/senate-event/LC64558/text,116th,Senate,2019-03-14T04:00:00Z,"Senate Banking, Housing, and Urban Affairs"
"S.Hrg. 116-8 — THE CONSUMER FINANCIAL PROTECTION BUREAU'S SEMIANNUAL REPORT TO CONGRESS",https://www.congress.gov/event/116th-congress/senate-event/LC64173/text,116th,Senate,2019-03-12T04:00:00Z,"Senate Banking, Housing, and Urban Affairs"
"S.Hrg. 116-90 — LEGISLATIVE PROPOSALS ON CAPITAL FORMATION AND CORPORATE GOVERNANCE",https://www.congress.gov/event/116th-congress/senate-event/LC65131/text,116th,Senate,2019-02-28T05:00:00Z,"Senate Banking, Housing, and Urban Affairs"
"S.Hrg. 116-2 — THE SEMIANNUAL MONETARY POLICY REPORT TO THE CONGRESS",https://www.congress.gov/event/116th-congress/senate-event/LC63943/text,116th,Senate,2019-02-26T05:00:00Z,"Senate Banking, Housing, and Urban Affairs"
"S.Hrg. 116-1 — NOMINATIONS OF BIMAL PATEL, TODD M. HARPER, RODNEY HOOD, AND MARK ANTHONY CALABRIA",https://www.congress.gov/event/116th-congress/senate-event/LC63686/text,116th,Senate,2019-02-14T05:00:00Z,"Senate Banking, Housing, and Urban Affairs"
