chamber,congress,session,roll_number,chamber_roll_number,vote_date,title,question,result,yeas,nays,present,not_voting
Senate,113,2,43,43,2014-02-25,"Confirmation Beth Labson Freeman, of California, to be U.S. District Judge for the Northern District",On the Nomination PN1194,Nomination Confirmed,91,7,0,2
Senate,113,2,42,42,2014-02-25,"Motion to Invoke Cloture on the Nomination of Beth Labson Freeman, of California, to be U.S. District Judge",On the Cloture Motion PN1194,Cloture Motion Agreed to,56,42,1,1
Senate,113,2,44,44,2014-02-25,Motion to Invoke Cloture on the Motion to Proceed to S. 1982,On Cloture on the Motion to Proceed S. 1982,Cloture on the Motion to Proceed Agreed to,99,0,0,1
Senate,113,2,45,45,2014-02-27,Motion to Table the Motion to Commit S. 1982 to the Committee on Veterans' Affairs,On the Motion to Table S. 1982,Motion to Table Failed,44,52,0,4
Senate,113,2,46,46,2014-02-27,Motion to Waive All Applicable Budgetary Discipline Re: S.1982,On the Motion (Motion to Waive All Applicable Budgetary Discipline Re: S.1982),Motion Rejected,56,41,0,3
Senate,113,2,47,47,2014-02-27,"Confirmation, Michael L. Connor, of New Mexico, to be Deputy Secretary of the Interior",On the Nomination PN1079,Nomination Confirmed,97,0,0,3
Senate,113,2,48,48,2014-03-05,"Motion to Invoke Cloture on the Nomination of Debo P. Adegbile, of New York, to be Assistant Attorney General",On the Cloture Motion PN1241,Cloture Motion Rejected,47,52,0,1
Senate,113,2,49,49,2014-03-05,"Motion to Invoke Cloture on the Nomination of Pedro A. Delgado Hernandez, of Puerto Rico, to be United States District Judge",On the Cloture Motion PN1196,Cloture Motion Agreed to,57,41,1,1
Senate,113,2,50,50,2014-03-05,"Confirmation Pedro A. Hernandez, of Puerto Rico, to be U.S. District Judge",On the Nomination PN1196,Nomination Confirmed,98,0,0,2
Senate,113,2,51,51,2014-03-05,"Motion to Invoke Cloture on the Nomination of Pamela L. Reeves, of TN, to be U.S. District Judge",On the Cloture Motion PN1190,Cloture Motion Agreed to,62,37,0,1
Senate,113,2,52,52,2014-03-05,Confirmation Pamela L. Reeves of Tennessee to be U.S. District Judge,On the Nomination PN1190,Nomination Confirmed,99,0,0,1
Senate,113,2,53,53,2014-03-05,"Motion to Invoke Cloture on the Nomination of Timothy L. Brooks, of Arkansas, to be U.S. District Judge",On the Cloture Motion PN1191,Cloture Motion Agreed to,59,41,0,0
Senate,113,2,54,54,2014-03-05,"Confirmation Timothy L. Brooks, of Arkansas, to be U.S. District Judge",On the Nomination PN1191,Nomination Confirmed,100,0,0,0
Senate,113,2,55,55,2014-03-05,"Motion to Invoke Cloture on the Nomination of Vince Girdhari Chhabria, of California, to be U.S. District Judge",On the Cloture Motion PN1199,Cloture Motion Agreed to,57,43,0,0
Senate,113,2,56,56,2014-03-05,"Confirmation Vince Girdhari Chhabria, of California, to be U.S. District Judge",On the Nomination PN1199,Nomination Confirmed,58,41,0,1
Senate,113,2,57,57,2014-03-05,"Motion to Invoke Cloture on the Nomination of Rose E. Gottemoeller, of Virginia, to be Under Secretary of State",On the Cloture Motion PN1106,Cloture Motion Agreed to,55,45,0,0
Senate,113,2,58,58,2014-03-06,"Confirmation Rose Eilene Gottemoeller, of Virginia, to be Under Secretary of State for Arms Control and International Security",On the Nomination PN1106,Nomination Confirmed,58,42,0,0
Senate,113,2,60,60,2014-03-06,Motion to Invoke Cloture on S. 1917,On the Cloture Motion S. 1917,Cloture Motion Agreed to,100,0,0,0
Senate,113,2,59,59,2014-03-06,Motion to Invoke Cloture on S. 1752,On the Cloture Motion S. 1752,Cloture Motion Rejected,55,45,0,0
Senate,113,2,61,61,2014-03-10,"Motion to Invoke Cloture on the Nomination of Carolyn B. McHugh, of Utah, to be U.S. Circuit Judge",On the Cloture Motion PN1181,Cloture Motion Agreed to,62,34,0,4
Senate,113,2,62,62,2014-03-10,S. 1917,On Passage of the Bill S. 1917,Bill Passed,97,0,0,3
Senate,113,2,63,63,2014-03-11,"Motion to Invoke Cloture on the Nomination of Matthew Leitman, of Michigan, to be U.S. District Judge",On the Cloture Motion PN1200,Cloture Motion Agreed to,55,43,0,2
Senate,113,2,64,64,2014-03-11,"Motion to Invoke Cloture on the Nomination of Judith Ellen Levy, of Michigan, to be U.S. District Judge",On the Cloture Motion PN1201,Cloture Motion Agreed to,56,42,0,2
Senate,113,2,65,65,2014-03-11,"Motion to Invoke Cloture on the Nomination of Laurie J. Michelson, of Michigan, to be U.S. District Judge",On the Cloture Motion PN1202,Cloture Motion Agreed to,56,43,0,1
Senate,113,2,66,66,2014-03-11,"Motion to Invoke Cloture on the Nomination of Linda Vivienne Parker, of Michigan, to be U.S. District Judge",On the Cloture Motion PN1204,Cloture Motion Agreed to,56,42,0,2
Senate,113,2,67,67,2014-03-12,"Confirmation Carolyn B. McHugh, of Utah, to be U.S. Circuit Judge for the Tenth Circuit",On the Nomination PN1181,Nomination Confirmed,98,0,0,2
Senate,113,2,68,68,2014-03-12,"Confirmation Matthew Frederick Leitman, of Michigan, to be U.S. District Judge for the Eastern District of Michigan",On the Nomination PN1200,Nomination Confirmed,98,0,0,2
Senate,113,2,69,69,2014-03-12,"Confirmation Judith Ellen Levy, of Michigan, to be U.S. District Judge for the Eastern District of Michigan",On the Nomination PN1201,Nomination Confirmed,97,0,0,3
Senate,113,2,70,70,2014-03-12,"Confirmation Laurie J. Michelson, of Michigan, to be U.S. District Judge for the Eastern District of Michigan",On the Nomination PN1202,Nomination Confirmed,98,0,0,2
Senate,113,2,71,71,2014-03-12,"Confirmation Linda Vivienne Parker, of Michigan, to be U.S. District Judge for the Eastern District of Michigan",On the Nomination PN1204,Nomination Confirmed,60,37,0,3
Senate,113,2,72,72,2014-03-12,Enzi Amdt. No. 2812,On the Amendment S.Amdt. 2812 to S. 1086 (Child Care and Development Block Grant Act of 2014),Amendment Agreed to,98,0,0,2
Senate,113,2,73,73,2014-03-12,Franken Amdt. No. 2822,On the Amendment S.Amdt. 2822 to S. 1086 (Child Care and Development Block Grant Act of 2014),Amendment Agreed to,93,6,0,1
Senate,113,2,74,74,2014-03-12,Landrieu Amdt. No. 2818,On the Amendment S.Amdt. 2818 to S. 1086 (Child Care and Development Block Grant Act of 2014),Amendment Agreed to,98,0,0,2
Senate,113,2,75,75,2014-03-13,"Coburn Amendment No. 2830, As Modified",On the Amendment S.Amdt. 2830 to S. 1086 (Child Care and Development Block Grant Act of 2014),Amendment Agreed to,100,0,0,0
Senate,113,2,76,76,2014-03-13,"Confirmation Caroline Diane Krass, of the District of Columbia, to be General Counsel of the Central Intelligence Agency",On the Nomination PN1179,Nomination Confirmed,95,4,0,1
Senate,113,2,77,77,2014-03-13,S. 1086 As Amended,On Passage of the Bill S. 1086,Bill Passed,96,2,0,2
Senate,113,2,78,78,2014-03-13,H.R. 3370,On Passage of the Bill H.R. 3370,Bill Passed,72,22,0,6
Senate,113,2,79,79,2014-03-24,Motion to Invoke Cloture on the Motion to Proceed to S.2124,On Cloture on the Motion to Proceed S. 2124,Cloture on the Motion to Proceed Agreed to,78,17,0,5
Senate,113,2,80,80,2014-03-26,"Motion to Invoke Cloture on the Nomination of Christopher Reid Cooper, of D.C., to be U.S. District Judge",On the Cloture Motion PN1205,Cloture Motion Agreed to,56,43,0,1
Senate,113,2,81,81,2014-03-26,"Motion to Invoke Cloture on the Nomination of M. Douglas Harpool, of Missouri, to be U.S. District Judge",On the Cloture Motion PN1207,Cloture Motion Agreed to,56,43,0,1
Senate,113,2,82,82,2014-03-26,"Motion to Invoke Cloture on the Nomination of Gerald McHugh, Jr., of Pennsylvania, to be U.S. District Judge",On the Cloture Motion PN1209,Cloture Motion Agreed to,56,43,0,1
Senate,113,2,83,83,2014-03-26,"Motion to Invoke Cloture on the Nomination of Edward G. Smith, of Pennsylvania, to be U.S. District Judge",On the Cloture Motion PN1210,Cloture Motion Agreed to,75,23,0,2
Senate,113,2,85,85,2014-03-26,"Confirmation M. Douglas Harpool, of Missouri, to be U.S. District Judge",On the Nomination PN1207,Nomination Confirmed,93,5,0,2
Senate,113,2,84,84,2014-03-26,"Confirmation Christopher Reid Cooper, of D.C., to be U.S. District Judge for the District of Columbia",On the Nomination PN1205,Nomination Confirmed,100,0,0,0
Senate,113,2,87,87,2014-03-26,"Confirmation Edward G. Smith, of Pennsylvania, to be U.S. District Judge",On the Nomination PN1210,Nomination Confirmed,69,31,0,0
Senate,113,2,86,86,2014-03-26,"Confirmation Gerald Austin McHugh, Jr., of Pennsylvania, to be U.S. District Judge",On the Nomination PN1209,Nomination Confirmed,59,41,0,0
Senate,113,2,88,88,2014-03-27,Menendez Amdt. No. 2867,"On the Amendment S.Amdt. 2867 to H.R. 4152 (Support for the Sovereignty, Integrity, Democracy, and Economic Stability of Ukraine Act of 2014)",Amendment Agreed to,98,2,0,0
Senate,113,2,90,90,2014-03-27,Motion to Invoke Cloture on the Motion to Proceed to H.R. 3979,On Cloture on the Motion to Proceed H.R. 3979,Cloture on the Motion to Proceed Agreed to,65,34,0,1
Senate,113,2,89,89,2014-03-27,"Motion to Invoke Cloture on the Nomination of John B. Owens, of California, to be U.S. District Judge",On the Cloture Motion PN1184,Cloture Motion Agreed to,54,44,0,2
Senate,113,2,91,91,2014-03-31,"Confirmation John B. Owens, of California, to the U.S. Cirguit Judge for the Ninth Circuit",On the Nomination PN1184,Nomination Confirmed,56,43,0,1
Senate,113,2,94,94,2014-04-01,"Kevin Whitaker, of Virginia, to be Ambassador Extraordinary and Plenipotentiary to the Republic of Colombia",On the Nomination PN1122,Nomination Confirmed,99,0,0,1
Senate,113,2,93,93,2014-03-31,H.R. 4302,On Passage of the Bill H.R. 4302,Bill Passed,64,35,0,1
Senate,113,2,92,92,2014-03-31,Motion to Waive All Applicable Budgetary Discipline Re: H.R. 4302,On the Motion (Motion to Waive All Applicable Budgetary Discipline Re: H.R. 4302),Motion Agreed to,64,35,0,1
Senate,113,2,97,97,2014-04-02,Motion to Table Reid Amdt. No. 2878,On the Motion to Table S.Amdt. 2878 to S.Amdt. 2877 to H.R. 3979 (Emergency Unemployment Compensation Extension Act of 2014),Motion to Table Failed,46,50,0,4
Senate,113,2,96,96,2014-04-02,Motion to Invoke Cloture on Amdt. No. 2874 to H.R. 3979,On the Cloture Motion S.Amdt. 2874 to H.R. 3979 (Emergency Unemployment Compensation Extension Act of 2014),Cloture Motion Agreed to,61,38,0,1
Senate,113,2,95,95,2014-04-01,"Confirmation John P. Carlin, of New York, to be Assistant Attorney General",On the Nomination PN1243,Nomination Confirmed,99,1,0,0
Senate,113,2,98,98,2014-04-02,Motion to Table the Motion to Appeal the Ruling of the Chair,On the Motion to Table H.R. 3979,Motion to Table Agreed to,67,29,0,4
Senate,113,2,99,99,2014-04-03,Motion to Waive All Applicable Budgetary Discipline Re: Amdt. No. 2874,On the Motion (Motion to Waive All Applicable Budgetary Discipline Re: Amdt. No. 2874),Motion Agreed to,60,36,0,4
Senate,113,2,100,100,2014-04-03,Motion to Invoke Cloture on H.R. 3979,On the Cloture Motion H.R. 3979,Cloture Motion Agreed to,61,35,0,4
Senate,113,2,101,101,2014-04-07,H.R. 3979 As Amended,On Passage of the Bill H.R. 3979,Bill Passed,59,38,0,3
Senate,113,2,102,102,2014-04-08,"Confirmation Neil Gregory Kornze, of Nevada, to be Director of the Bureau of Land Management",On the Nomination PN1074,Nomination Confirmed,71,28,0,1
Senate,113,2,103,103,2014-04-09,Motion to Invoke Cloture on the Motion to Proceed to S. 2199,On Cloture on the Motion to Proceed S. 2199,Cloture on the Motion to Proceed Rejected,53,44,0,3
Senate,113,2,104,104,2014-04-09,"Confirmation Wanda Felton, of New York, to be First Vice President of the Export-Import Bank of the United States",On the Nomination PN1056,Nomination Confirmed,75,21,0,4
Senate,113,2,105,105,2014-04-09,"Confirmation Terrell McSweeny, of the District of Columbia, to be a Federal Trade Commissioner",On the Nomination PN1063,Nomination Confirmed,95,1,0,4
Senate,113,2,106,106,2014-04-10,"Motion to Invoke Cloture on the Nomination of Michelle T. Friedland, of California, to be U.S. Circuit Judge",On the Cloture Motion PN1182,Cloture Motion Agreed to,56,41,0,3
Senate,113,2,107,107,2014-04-10,Motion to Instruct the Sgt. at Arms,On the Motion for Attendance PN1182,Motion for Attendance Agreed to,55,37,0,8
Senate,113,2,108,108,2014-04-28,"Confirmation Michelle T. Friedland, of California, to be U.S. Circuit Judge for the Ninth Circuit",On the Nomination PN1182,Nomination Confirmed,51,40,0,9
Senate,113,2,109,109,2014-04-28,"Motion to Invoke Cloture on the Nomination of David Weil, to be Administrator of the Wage and Hour Division",On the Cloture Motion PN1156,Cloture Motion Agreed to,51,42,0,7
Senate,113,2,110,110,2014-04-28,"Confirmation David Weil, to be Administrator of the Wage and Hour Division, Department of Labor",On the Nomination PN1156,Nomination Confirmed,51,42,0,7
Senate,113,2,111,111,2014-04-29,"Motion to Invoke Cloture on the Nomination of Sheryl H. Lipman, of TN, to be U.S. District Judge",On the Cloture Motion PN1208,Cloture Motion Agreed to,58,39,0,3
Senate,113,2,112,112,2014-04-29,"Motion to Invoke Cloture on the Nomination of Stanley Bastian, of WA, to be U.S. District Judge",On the Cloture Motion PN1212,Cloture Motion Agreed to,55,41,0,4
Senate,113,2,113,113,2014-04-29,"Motion to Invoke Cloture on the Nomination of Manish S. Shah, of IL, to be U.S. District Judge",On the Cloture Motion PN1217,Cloture Motion Agreed to,57,40,0,3
Senate,113,2,114,114,2014-04-29,"Motion to Invoke Cloture on the Nomination of Daniel D. Crabtree, of Kansas, to be U.S. District Judge",On the Cloture Motion PN1206,Cloture Motion Agreed to,57,39,0,4
Senate,113,2,115,115,2014-04-29,"Motion to Invoke Cloture on the Nomination of Cynthia Ann Bashant, of California, to be U.S. District Judge",On the Cloture Motion PN1211,Cloture Motion Agreed to,56,41,0,3
Senate,113,2,116,116,2014-04-29,"Motion to Invoke Cloture on the Nomination of Jon David Levy, of Maine, to be U.S. District Judge",On the Cloture Motion PN1214,Cloture Motion Agreed to,63,34,0,3
Senate,113,2,117,117,2014-04-30,Motion to Invoke Cloture on the Motion to Proceed to S. 2223,On Cloture on the Motion to Proceed S. 2223,Cloture on the Motion to Proceed Rejected,54,42,0,4
Senate,113,2,119,119,2014-04-30,"Confirmation Stanley Allen Bastian, of Washington, to be U.S. District Judge for the Eastern District of Washington",On the Nomination PN1212,Nomination Confirmed,95,0,0,5
Senate,113,2,118,118,2014-04-30,"Confirmation Sheryl H. Lipman, of Tennessee, to be U.S. District Judge for the Western District of Tennessee",On the Nomination PN1208,Nomination Confirmed,95,0,0,5
Senate,113,2,120,120,2014-04-30,"Confirmation Manish S. Shah, of Illinois, to be U.S. District Judge for the Northern District of Illinois",On the Nomination PN1217,Nomination Confirmed,95,0,0,5
Senate,113,2,121,121,2014-04-30,"Confirmation Daniel D. Crabtree, of Kansas, to be U.S. District Judge for the District of Kansas",On the Nomination PN1206,Nomination Confirmed,94,0,0,6
Senate,113,2,122,122,2014-04-30,"Confirmation Cynthia Ann Bashant, of California, to be U.S. District Judge for the Southern District of California",On the Nomination PN1211,Nomination Confirmed,94,0,0,6
Senate,113,2,123,123,2014-04-30,"Confirmation Jon David Levy, of Maine, to be U.S. District Judge for the District of Maine",On the Nomination PN1214,Nomination Confirmed,75,20,0,5
Senate,113,2,124,124,2014-05-01,"Motion to Invoke Cloture on Theodore David Chuang, of Maryland, to be U.S. District Judge for the District of Maryland",On the Cloture Motion PN1221,Cloture Motion Agreed to,54,43,0,3
Senate,113,2,125,125,2014-05-01,"Motion to Invoke Cloture on George Jarrod Hazel, of Maryland, to be U.S. District Judge for the District of Maryland",On the Cloture Motion PN1222,Cloture Motion Agreed to,55,42,0,3
Senate,113,2,126,126,2014-05-01,"Motion to Invoke Cloture on Nancy L. Moritz, to be U.S. Circuit Judge for the Tenth Circuit",On the Cloture Motion PN1183,Cloture Motion Agreed to,60,38,0,2
Senate,113,2,128,128,2014-05-01,"Confirmation George Jarrod Hazel, of Maryland, to be U.S. District Judge for the District of Maryland",On the Nomination PN1222,Nomination Confirmed,95,0,0,5
Senate,113,2,129,129,2014-05-01,"Confirmation Janice Marion Schneider, of New York, to be an Assistant Secretary",On the Nomination PN1071,Nomination Confirmed,64,32,0,4
Senate,113,2,127,127,2014-05-01,"Confirmation Theodore David Chuang, of Maryland, to be U.S. District Judge for the District of Maryland",On the Nomination PN1221,Nomination Confirmed,53,42,0,5
Senate,113,2,130,130,2014-05-05,"Confirmation Nancy L. Moritz, of Kansas, to be U.S. Circuit Judge for the Tenth Circuit",On the Nomination PN1183,Nomination Confirmed,90,3,0,7
Senate,113,2,131,131,2014-05-06,Motion to Invoke Cloture on the Motion to Proceed to S. 2262,On Cloture on the Motion to Proceed S. 2262,Cloture on the Motion to Proceed Agreed to,79,20,0,1
Senate,113,2,132,132,2014-05-07,Motion to Table Reid Amdt. No. 3023,On the Motion to Table S.Amdt. 3023 to S.Amdt. 3012 to S. 2262 (Energy Savings and Industrial Competitiveness Act of 2014),Motion to Table Failed,45,52,0,3
Senate,113,2,133,133,2014-05-07,Motion to Table Reid Amdt. No. 3025,On the Motion to Table S.Amdt. 3025 to S. 2262 (Energy Savings and Industrial Competitiveness Act of 2014),Motion to Table Failed,45,51,0,4
Senate,113,2,134,134,2014-05-08,"Motion to Invoke Cloture on the Nomination of Indira Talwani, of Massachusetts, to be U.S. District Judge",On the Cloture Motion PN1220,Cloture Motion Agreed to,55,41,0,4
Senate,113,2,135,135,2014-05-08,"Motion to Invoke Cloture on the Nomination of James D. Peterson, of Wisconsin, to be U.S. District Judge",On the Cloture Motion PN1223,Cloture Motion Agreed to,56,40,0,4
Senate,113,2,136,136,2014-05-08,"Motion to Invoke Cloture on the Nomination of Nancy J. Rosenstengel, of Illinois, to be U.S. District Judge",On the Cloture Motion PN1224,Cloture Motion Agreed to,54,42,0,4
Senate,113,2,137,137,2014-05-08,"Confirmation Indira Talwani, of Massachusetts, to be U.S. District Judge",On the Nomination PN1220,Nomination Confirmed,94,0,0,6
Senate,113,2,138,138,2014-05-08,"Confirmation James D. Peterson, of Wisconsin, to be U.S. District Judge",On the Nomination PN1223,Nomination Confirmed,70,24,0,6
Senate,113,2,139,139,2014-05-08,"Confirmation Nancy J. Rosenstengel, of Illinois, to be U.S. District Judge",On the Nomination PN1224,Nomination Confirmed,95,0,0,5
Senate,113,2,140,140,2014-05-08,"Motion to Invoke Cloture on the Nomination of Robin S. Rosenbaum, of Florida, to be U.S. Circuit Judge",On the Cloture Motion PN1186,Cloture Motion Agreed to,57,37,0,6
Senate,113,2,141,141,2014-05-12,"Confirmation of Robin S. Rosenbaum of Florida, to be U.S. Circuit Judge for the Eleventh Circuit",On the Nomination PN1186,Nomination Confirmed,91,0,0,9
Senate,113,2,142,142,2014-05-12,Motion to Invoke Cloture on S. 2262,On the Cloture Motion S. 2262,Cloture Motion Rejected,55,36,0,9
Senate,113,2,143,143,2014-05-13,Motion to Invoke Cloture on the Motion to Proceed to H.R. 3474,On the Cloture Motion H.R. 3474,Cloture Motion Agreed to,96,3,0,1
Senate,113,2,144,144,2014-05-14,"Motion to Invoke Cloture on the Nomination of Steven Paul Logan, of Arizona, to be U.S. District Judge for the District of Arizona",On the Cloture Motion PN1215,Cloture Motion Agreed to,58,37,0,5
Senate,113,2,145,145,2014-05-14,"Motion to Invoke Cloture on the Nomination of John Joseph Tuchi, of Arizona, to be U.S. District Judge for the District of Arizona",On the Cloture Motion PN1218,Cloture Motion Agreed to,62,35,0,3
Senate,113,2,146,146,2014-05-14,"Motion to Invoke Cloture on the Nomination of Diane J. Humetewa, of Arizona, to be U.S. District Judge for the District of Arizona",On the Cloture Motion PN1213,Cloture Motion Agreed to,64,34,0,2
Senate,113,2,147,147,2014-05-14,"Confirmation Steven Paul Logan, of Arizona, to be U.S. District Judge for the District of Arizona",On the Nomination PN1215,Nomination Confirmed,96,0,0,4
Senate,113,2,148,148,2014-05-14,"Confirmation John Joseph Tuchi, of Arizona, to be U.S. District Judge for the District of Arizona",On the Nomination PN1218,Nomination Confirmed,96,0,0,4
Senate,113,2,150,150,2014-05-15,"Motion to Invoke cloture on Rosemary Marquez, of Arizona, to be U.S. District Judge for the District of Arizona",On the Cloture Motion PN1189,Cloture Motion Agreed to,58,35,0,7
