chamber,congress,session,roll_number,chamber_roll_number,vote_date,title,question,result,yeas,nays,present,not_voting
Senate,116,2,1,1,2020-01-06,"Motion to Invoke Cloture on Jovita Carranza, of Illinois, to be Administrator of the Small Business Administration",On the Cloture Motion PN1039,Cloture Motion Agreed to,86,5,0,9
Senate,116,2,2,2,2020-01-07,"Confirmation: Jovita Carranza, of Illinois, to be Administrator of the Small Business Administration",On the Nomination PN1039,Nomination Confirmed,88,5,0,7
Senate,116,2,3,3,2020-01-08,Motion to Invoke Cloture: Matthew H. Solomsom to be a Judge for the U.S. Court of Federal Claims,On the Cloture Motion PN455,Cloture Motion Agreed to,88,7,0,5
Senate,116,2,5,5,2020-01-08,Motion to Invoke Cloture: Michael George DeSombre to be Ambassador of the United States to the Kingdom of Thailand,On the Cloture Motion PN966,Cloture Motion Agreed to,64,31,0,5
Senate,116,2,4,4,2020-01-08,Motion to Invoke Cloture: Eleni Maria Roumel to be a Judge of the U.S. Court of Federal Claims,On the Cloture Motion PN897,Cloture Motion Agreed to,51,44,0,5
Senate,116,2,6,6,2020-01-08,"Confirmation: Matthew H. Solomson, of Maryland, to be a Judge of the U.S. Court of Federal Claims",On the Nomination PN455,Nomination Confirmed,89,8,0,3
Senate,116,2,7,7,2020-01-08,"Confirmation: Eleni Maria Roumel, of Maryland, to be a Judge for the U.S. Court of Federal Claims",On the Nomination PN897,Nomination Confirmed,51,47,0,2
Senate,116,2,8,8,2020-01-08,"Confirmation: Michael George DeSombre, of Illinois, to be Ambassador of the United States of America to the Kingdom of Thailand",On the Nomination PN966,Nomination Confirmed,91,7,0,2
Senate,116,2,9,9,2020-01-09,"Motion to Invoke Cloture: Paul J. Ray to be Administrator of the Office of Information and Regulatory Affairs, Office of Management and Budget",On the Cloture Motion PN1166,Cloture Motion Agreed to,50,45,0,5
Senate,116,2,10,10,2020-01-09,"Confirmation: Paul J. Ray, of Tennessee, to be Administrator of the Office of Information and Regulatory Affairs, Office of Management and Budget",On the Nomination PN1166,Nomination Confirmed,50,44,0,6
Senate,116,2,11,11,2020-01-13,"Motion to Invoke Cloture: Peter Gaynor to be Administrator of the Federal Emergency Management Agency, Department of Homeland Security",On the Cloture Motion PN1165,Cloture Motion Agreed to,76,8,0,16
Senate,116,2,12,12,2020-01-14,"Confirmation: Peter Gaynor, of Rhode Island, to be Administrator of the Federal Emergency Management Agency, Department of Homeland Security",On the Nomination PN1165,Nomination Confirmed,81,8,0,11
Senate,116,2,13,13,2020-01-16,Motion to Waive All Applicable Budgetary Discipline Re: H.R. 5430,On the Motion (Motion to Waive All Applicable Budgetary Discipline Re: H.R. 5430),Motion Agreed to,78,21,0,1
Senate,116,2,14,14,2020-01-16,H.R. 5430,On Passage of the Bill H.R. 5430,Bill Passed,89,10,0,1
