chamber,congress,session,roll_number,chamber_roll_number,vote_date,title,question,result,yeas,nays,present,not_voting
Senate,117,1,176,176,2021-04-29,"Rubio Amdt. No. 1471, As Modified",On the Amendment S.Amdt. 1471 to S.Amdt. 1460 to S. 914 (Drinking Water and Wastewater Infrastructure Act of 2021),Amendment Rejected,14,81,0,5
Senate,117,1,177,177,2021-04-29,Lee Amdt. No. 1472,On the Amendment S.Amdt. 1472 to S.Amdt. 1460 to S. 914 (Drinking Water and Wastewater Infrastructure Act of 2021),Amendment Rejected,41,54,0,5
Senate,117,1,179,179,2021-05-10,Motion to Invoke Cloture: Andrea Joan Palm to be Deputy Secretary of Health and Human Services,On the Cloture Motion PN125,Cloture Motion Agreed to,62,35,0,3
Senate,117,1,178,178,2021-04-29,"S. 914, As Amended",On Passage of the Bill S. 914,Bill Passed,89,2,0,9
Senate,117,1,180,180,2021-05-11,"Confirmation: Andrea Joan Palm, of Wisconsin, to be Deputy Secretary of Health and Human Services",On the Nomination PN125,Nomination Confirmed,61,37,0,2
Senate,117,1,181,181,2021-05-11,Motion to Invoke Cloture: Cynthia Minette Marten to be Deputy Secretary of Education,On the Cloture Motion PN128,Cloture Motion Agreed to,54,44,0,2
Senate,117,1,182,182,2021-05-11,"Confirmation: Cynthia Minette Marten, of California, to be Deputy Secretary of Education",On the Nomination PN128,Nomination Confirmed,54,44,0,2
Senate,117,1,183,183,2021-05-11,S. J. Res. 15,On the Joint Resolution S.J.Res. 15,Joint Resolution Passed,52,47,0,1
Senate,117,1,184,184,2021-05-12,Motion to Discharge: Chiquita Brooks-LaSure to be Administrator of the Centers for Medicare and Medicaid Services from the Committee on Finance,On the Motion to Discharge PN124,Motion to Discharge Agreed to,51,48,0,1
Senate,117,1,185,185,2021-05-12,Motion to Invoke Cloture: Ronald Stroman to be a Governor of the United States Postal Service,On the Cloture Motion PN246,Cloture Motion Agreed to,68,30,0,2
Senate,117,1,186,186,2021-05-12,"Confirmation: Ronald Stroman, of the District of Columbia, to be a Governor of the United States Postal Service",On the Nomination PN246,Nomination Confirmed,69,30,0,1
Senate,117,1,187,187,2021-05-12,Motion to Invoke Cloture: Ronald Stroman to be a Governor of the United States Postal Service,On the Cloture Motion PN245,Cloture Motion Agreed to,67,32,0,1
Senate,117,1,188,188,2021-05-12,"Confirmation: Ronald Stroman, of the District of Columbia, to be a Governor of the United States Postal Service",On the Nomination PN245,Nomination Confirmed,66,32,0,2
Senate,117,1,189,189,2021-05-12,Motion to Invoke Cloture: Amber Faye McReynolds to be a Governor of the United States Postal Service,On the Cloture Motion PN244,Cloture Motion Agreed to,60,38,0,2
Senate,117,1,190,190,2021-05-13,"Confirmation: Amber Faye McReynolds, of Colorado, to be a Governor of the United States Postal Service",On the Nomination PN244,Nomination Confirmed,59,38,0,3
Senate,117,1,191,191,2021-05-13,"Confirmation: Donet Dominic Graves, Jr., of Ohio, to be Deputy Secretary of Commerce",On the Nomination PN79-3,Nomination Confirmed,89,7,0,4
