chamber,congress,session,roll_number,chamber_roll_number,vote_date,title,question,result,yeas,nays,present,not_voting
House,114,2,1,1,2016-01-05,,Call of the House,Passed,0,0,397,37
House,114,2,2,2,2016-01-06,Providing for consideration of the Senate amendment to the bill (H.R. 3762) to provide for reconciliation pursuant to section 2002 of the concurrent resolution on the budget for fiscal year 2016,On Ordering the Previous Question,Passed,239,175,0,19
House,114,2,3,3,2016-01-06,Providing for consideration of the Senate amendment to the bill (H.R. 3762) to provide for reconciliation pursuant to section 2002 of the concurrent resolution on the budget for fiscal year 2016,On Agreeing to the Resolution,Passed,237,177,0,19
House,114,2,4,4,2016-01-06,Providing for consideration of the bill (H.R. 712) Sunshine for Regulatory Decrees and Settlements Act of 2015 and providing for consideration of the bill (H.R. 1155) Searching for and Cutting Regulations that are Unnecessarily Burdensome Act of 2015,On Ordering the Previous Question,Passed,241,176,0,16
House,114,2,5,5,2016-01-06,Providing for consideration of the bill (H.R. 712) Sunshine for Regulatory Decrees and Settlements Act of 2015 and providing for consideration of the bill (H.R. 1155) Searching for and Cutting Regulations that are Unnecessarily Burdensome Act of 2015,On Agreeing to the Resolution,Passed,239,176,0,18
House,114,2,6,6,2016-01-06,An Act to provide for reconciliation pursuant to section 2002 of the concurrent resolution on the budget for fiscal year 2016,On Motion to Concur in the Senate Amendment,Passed,240,181,0,13
House,114,2,7,7,2016-01-07,,On Agreeing to the Amendment,Failed,175,242,0,16
House,114,2,8,8,2016-01-07,,On Agreeing to the Amendment,Failed,174,244,0,15
House,114,2,9,9,2016-01-07,,On Agreeing to the Amendment,Failed,180,235,0,18
House,114,2,10,10,2016-01-07,,On Agreeing to the Amendment,Failed,173,241,0,19
House,114,2,11,11,2016-01-07,Sunshine for Regulatory Decrees and Settlements Act of 2015,On Motion to Recommit with Instructions,Failed,171,244,0,18
House,114,2,12,12,2016-01-07,Sunshine for Regulatory Decrees and Settlements Act of 2015,On Passage,Passed,244,173,0,16
House,114,2,13,13,2016-01-07,,On Agreeing to the Amendment,Failed,174,239,0,20
House,114,2,14,14,2016-01-07,,On Agreeing to the Amendment,Failed,172,244,0,17
House,114,2,15,15,2016-01-07,,On Agreeing to the Amendment,Failed,176,241,0,16
House,114,2,16,16,2016-01-07,,On Agreeing to the Amendment,Failed,176,239,0,18
House,114,2,17,17,2016-01-07,,On Agreeing to the Amendment,Failed,173,244,0,16
House,114,2,18,18,2016-01-07,,On Agreeing to the Amendment,Failed,173,245,0,15
House,114,2,19,19,2016-01-07,Searching for and Cutting Regulations that are Unnecessarily Burdensome Act of 2015 or the âSCRUB Act of 2015â,On Motion to Recommit with Instructions,Failed,178,239,0,16
House,114,2,20,20,2016-01-07,Searching for and Cutting Regulations that are Unnecessarily Burdensome Act of 2015 or the âSCRUB Act of 2015â,On Passage,Passed,245,174,0,14
House,114,2,21,21,2016-01-07,"Providing for consideration of the bill (H.R. 1927) to amend title 28, United States Code, to improve fairness in class action litigation.",On Ordering the Previous Question,Passed,236,176,0,21
House,114,2,22,22,2016-01-07,"Providing for consideration of the bill (H.R. 1927) to amend title 28, United States Code, to improve fairness in class action litigation.",On Agreeing to the Resolution,Passed,234,176,0,23
House,114,2,23,23,2016-01-08,,On Agreeing to the Amendment,Failed,158,211,0,64
House,114,2,24,24,2016-01-08,,On Agreeing to the Amendment,Failed,163,221,0,49
House,114,2,26,26,2016-01-08,,On Agreeing to the Amendment,Failed,172,229,0,32
House,114,2,25,25,2016-01-08,,On Agreeing to the Amendment,Failed,163,232,0,38
House,114,2,27,27,2016-01-08,,On Agreeing to the Amendment,Failed,177,224,0,32
House,114,2,28,28,2016-01-08,,On Agreeing to the Amendment,Failed,177,223,0,33
House,114,2,29,29,2016-01-08,,On Agreeing to the Amendment,Failed,177,223,1,32
House,114,2,30,30,2016-01-08,,On Agreeing to the Amendment,Failed,174,228,0,31
House,114,2,31,31,2016-01-08,,On Agreeing to the Amendment,Failed,179,222,0,32
House,114,2,32,32,2016-01-08,"To amend title 28, United States Code, to improve fairness in class action litigation",On Motion to Recommit with Instructions,Failed,173,227,0,33
House,114,2,33,33,2016-01-08,"To amend title 28, United States Code, to improve fairness in class action litigation",On Passage,Passed,211,188,1,33
House,114,2,34,34,2016-01-11,Taxpayers Right-To-Know Act,"On Motion to Suspend the Rules and Pass, as Amended",Passed,413,0,0,20
House,114,2,35,35,2016-01-11,Federal Intern Protection Act of 2015,"On Motion to Suspend the Rules and Pass, as Amended",Passed,414,0,0,19
House,114,2,36,36,2016-01-12,Providing for consideration of the bill (H.R. 1644) STREAM Act ; providing for consideration of the joint resolution (S.J.Res. 22) congressional disapproval of the rule submitted by the Corps of Engineers and the EPA relating to âwaters of the U.S.â; and consideration of (H.R. 3662) Iran Terror Finance Transparency Act,On Ordering the Previous Question,Passed,233,173,0,27
House,114,2,37,37,2016-01-12,Providing for consideration of the bill (H.R. 1644) STREAM Act; providing for consideration of the joint resolution (S.J.Res. 22) congressional disapproval of the rule submitted by the Corps of Engineers and the EPA relating to âwaters of the U.S.â; and consideration of (H.R. 3662) Iran Terror Finance Transparency Act,On Agreeing to the Resolution,Passed,239,183,0,11
House,114,2,38,38,2016-01-12,,On Agreeing to the Amendment,Failed,189,223,0,21
House,114,2,39,39,2016-01-12,,On Agreeing to the Amendment,Failed,203,219,0,11
House,114,2,40,40,2016-01-12,,On Agreeing to the Amendment,Failed,190,235,0,8
House,114,2,41,41,2016-01-12,Supporting Transparent Regulatory and Environmental Actions in Mining (STREAM) Act,On Motion to Recommit with Instructions,Failed,186,237,0,10
House,114,2,42,42,2016-01-12,Supporting Transparent Regulatory and Environmental Actions in Mining (STREAM) Act,On Passage,Passed,235,188,0,10
House,114,2,43,43,2016-01-12,North Korea Sanctions Enforcement Act of 2016,"On Motion to Suspend the Rules and Pass, as Amended",Passed,418,2,0,13
House,114,2,44,44,2016-01-13,This vote was vacated by unanimous consent on 13-Jan-2016.,,,0,0,0,0
House,114,2,45,45,2016-01-13,"Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Corps of Engineers and the Environmental Protection Agency relating to the definition of âwaters of the United Statesâ under the Federal Water Pollution Control Act",On Passage,Passed,253,166,0,14
House,114,2,46,46,2016-02-01,Fair Investment Opportunities for Professional Experts Act,"On Motion to Suspend the Rules and Pass, as Amended",Passed,347,8,0,78
House,114,2,47,47,2016-02-01,Small Business Capital Formation Enhancement Act,On Motion to Suspend the Rules and Pass,Passed,390,1,0,42
House,114,2,48,48,2016-02-02,"Providing for consideration of the bill (H.R. 3700) to provide housing opportunities in the United States through modernization of various housing programs, and for other purposes.",On Ordering the Previous Question,Passed,236,178,0,19
House,114,2,49,49,2016-02-02,"Providing for consideration of the bill (H.R. 3700) to provide housing opportunities in the United States through modernization of various housing programs, and for other purposes.",On Agreeing to the Resolution,Passed,242,177,0,14
House,114,2,50,50,2016-02-02,,On Agreeing to the Amendment,Agreed to,236,178,0,19
