chamber,congress,session,roll_number,chamber_roll_number,vote_date,title,question,result,yeas,nays,present,not_voting
House,116,1,24,24,2019-01-10,"Making appropriations for Agriculture, Rural Development, Food and Drug Administration, and Related Agencies programs for the fiscal year ending September 30, 2019, and for other purposes",On Motion to Recommit with Instructions,Failed,197,229,0,7
House,116,1,25,25,2019-01-10,"Making appropriations for Agriculture, Rural Development, Food and Drug Administration, and Related Agencies programs for the fiscal year ending September 30, 2019, and for other purposes",On Passage,Passed,243,183,0,7
House,116,1,26,26,2019-01-11,"Making appropriations for the Department of the Interior, environment, and related agencies for the fiscal year ending September 30, 2019, and for other purposes",On Motion to Recommit with Instructions,Failed,190,229,0,14
House,116,1,27,27,2019-01-11,"Making appropriations for the Department of the Interior, environment, and related agencies for the fiscal year ending September 30, 2019, and for other purposes",On Passage,Passed,240,179,0,14
House,116,1,28,28,2019-01-11,Government Employee Fair Treatment Act,On Motion to Suspend the Rules and Pass,Passed,411,7,0,16
House,116,1,29,29,2019-01-11,Special Envoy to Monitor and Combat Anti-Semitism Act,On Motion to Suspend the Rules and Pass,Passed,411,1,0,21
House,116,1,30,30,2019-01-14,Investing in Main Street Act,On Motion to Suspend the Rules and Pass,Passed,403,2,0,28
House,116,1,31,31,2019-01-15,"Making further continuing appropriations for fiscal year 2019, and for other purposes",On Motion to Suspend the Rules and Pass,Failed,237,187,0,9
House,116,1,32,32,2019-01-15,Rejecting White nationalism and White supremacy,On Motion to Suspend the Rules and Agree,Passed,424,1,0,9
House,116,1,33,33,2019-01-15,Federal Employee Antidiscrimination Act,On Motion to Suspend the Rules and Pass,Passed,424,0,0,9
House,116,1,34,34,2019-01-16,"Providing for consideration of the bill (H.R. 268) making supplemental appropriations for the fiscal year ending September 30, 2019, and for other purposes, and waiving a requirement of clause 6(a) of rule XIII with respect to consideration of certain resolutions reported from the Committee on Rules",On Ordering the Previous Question,Passed,230,194,0,9
House,116,1,35,35,2019-01-16,"Providing for consideration of the bill (H.R. 268) making supplemental appropriations for the fiscal year ending September 30, 2019, and for other purposes, and waiving a requirement of clause 6(a) of rule XIII with respect to consideration of certain resolutions reported from the Committee on Rules",On Agreeing to the Resolution,Passed,230,193,0,10
House,116,1,36,36,2019-01-16,Expanding Contracting Opportunities for Small Businesses Act,On Motion to Suspend the Rules and Pass,Passed,415,6,0,12
House,116,1,38,38,2019-01-16,"Making supplemental appropriations for the fiscal year ending September 30, 2019, and for other purposes",On Motion to Recommit with Instructions,Failed,193,231,0,9
House,116,1,37,37,2019-01-16,,On Agreeing to the Amendment,Agreed to,230,197,0,12
House,116,1,39,39,2019-01-16,"Making supplemental appropriations for the fiscal year ending September 30, 2019, and for other purposes",On Passage,Passed,237,187,0,9
House,116,1,40,40,2019-01-17,"Providing for consideration of the joint resolution (H.J. Res. 28) making further continuing appropriations for fiscal year 2019, and for other purposes, and providing for consideration of motions to suspend the rules",On Agreeing to the Resolution,Passed,230,190,0,13
House,116,1,41,41,2019-01-17,Grant Reporting Efficiency and Agreements Transparency Act or GREAT Act,On Motion to Suspend the Rules and Pass,Passed,422,0,0,11
House,116,1,42,42,2019-01-17,Disapproving the President’s proposal to take an action relating to the application of certain sanctions with respect to the Russian Federation,On Motion to Suspend the Rules and Pass,Passed,362,53,0,18
House,116,1,43,43,2019-01-17,"Making further continuing appropriations for fiscal year 2019, and for other purposes",On Motion to Recommit with Instructions,Failed,195,222,0,16
House,116,1,44,44,2019-01-22,NATO Support Act,On Motion to Suspend the Rules and Pass,Passed,357,22,0,54
House,116,1,45,45,2019-01-22,Hack Your State Department Act,On Motion to Suspend the Rules and Pass,Passed,377,3,0,53
House,116,1,46,46,2019-01-23,"Making further continuing appropriations for fiscal year 2019, and for other purposes",On Passage,Passed,229,184,0,19
House,116,1,47,47,2019-01-23,"Providing for consideration of the bill H.R. 648, and consideration of the joint resolution, H.J. Res. 31; providing for consideration of motions to suspend the rules; and waiving a requirement of clause 6(a) of rule XIII with respect to consideration of certain resolutions reported from the Committee on Rules",On Agreeing to the Resolution,Passed,223,190,0,19
House,116,1,48,48,2019-01-23,"Consolidated Appropriations Act, 2019",On Motion to Recommit with Instructions,Failed,200,215,0,17
House,116,1,49,49,2019-01-23,"Consolidated Appropriations Act, 2019",On Passage,Passed,234,180,0,18
House,116,1,50,50,2019-01-24,"Making further continuing appropriations for the Department of Homeland Security for fiscal year 2019, and for other purposes",On Motion to Recommit with Instructions,Failed,200,214,0,18
House,116,1,51,51,2019-01-24,"Making further continuing appropriations for the Department of Homeland Security for fiscal year 2019, and for other purposes",On Passage,Passed,231,180,0,21
House,116,1,52,52,2019-01-28,Promoting Transparent Standards for Corporate Insiders Act,On Motion to Suspend the Rules and Pass,Passed,413,3,0,16
House,116,1,53,53,2019-01-28,Fight Illicit Networks and Detect Trafficing Act,On Motion to Suspend the Rules and Pass,Passed,412,3,0,17
House,116,1,54,54,2019-01-28,,On Approving the Journal,Passed,234,170,2,26
House,116,1,55,55,2019-01-29,,On Motion to Adjourn,Failed,14,395,0,23
House,116,1,56,56,2019-01-29,Homeland Security Assessment of Terrorists’ Use of Virtual Currencies Act,On Motion to Suspend the Rules and Pass,Passed,422,3,0,7
House,116,1,57,57,2019-01-29,Pathways to Improving Homeland Security at the Local Level Act,On Motion to Suspend the Rules and Pass,Passed,412,12,0,8
House,116,1,59,59,2019-01-29,Expressing the sense of Congress that financial institutions and other companies should work proactively with their customers affected by the shutdown of the Federal Government who may be facing short-term financial hardship and long-term damage to their creditworthiness through no fault of their own,Table Motion to Reconsider,Passed,240,176,0,16
House,116,1,58,58,2019-01-29,Counterterrorism Advisory Board Act,On Motion to Suspend the Rules and Pass,Passed,414,12,0,6
House,116,1,60,60,2019-01-30,"Providing for consideration of the bill (H.R. 790) to provide for a pay increase in 2019 for certain civilian employees of the Federal Government, and for other purposes, and providing for consideration of motions to suspend the rules",On Ordering the Previous Question,Passed,232,190,0,10
House,116,1,61,61,2019-01-30,"Providing for consideration of the bill (H.R. 790) to provide for a pay increase in 2019 for certain civilian employees of the Federal Government, and for other purposes, and providing for consideration of motions to suspend the rules",On Agreeing to the Resolution,Passed,231,189,0,12
House,116,1,62,62,2019-01-30,,On Agreeing to the Amendment,Agreed to,243,183,0,12
House,116,1,63,63,2019-01-30,Federal Civilian Workforce Pay Raise Fairness Act,On Motion to Recommit with Instructions,Failed,206,216,0,10
House,116,1,65,65,2019-01-30,Expressing the sense of the House of Representatives that Government shutdowns are detrimental to the Nation and should not occur,"On Motion to Suspend the Rules and Agree, as Amended",Failed,249,163,0,20
House,116,1,64,64,2019-01-30,Federal Civilian Workforce Pay Raise Fairness Act,On Passage,Passed,259,161,0,12
House,116,1,66,66,2019-02-06,Reviving America’s Scenic Byways Act,On Motion to Suspend the Rules and Pass,Passed,404,19,0,9
House,116,1,67,67,2019-02-06,Route 66 Centennial Commission Act,On Motion to Suspend the Rules and Pass,Passed,399,22,0,11
House,116,1,68,68,2019-02-07,"Providing for consideration of H.R. 840, the Veterans’ Access to Child Care Act; providing for adoption of H.Res. 86, providing amounts for the expenses of the Select Committee on the Climate Crisis and the Select Committee on the Modernization of Congress; providing for consideration of motions to suspend the rules",On Ordering the Previous Question,Passed,227,189,0,16
House,116,1,69,69,2019-02-07,"Providing for consideration of H.R. 840, the Veterans’ Access to Child Care Act; providing for adoption of H.Res. 86, providing amounts for the expenses of the Select Committee on the Climate Crisis and the Select Committee on the Modernization of Congress; providing for consideration of motions to suspend the rules",On Agreeing to the Resolution,Passed,225,193,0,14
House,116,1,71,71,2019-02-07,Put Trafficking Victims First Act of 2019,On Motion to Suspend the Rules and Pass,Passed,414,1,0,17
House,116,1,70,70,2019-02-07,Preventing Crimes Against Veterans Act of 2019,"On Motion to Suspend the Rules and Pass, as Amended",Passed,417,0,0,15
House,116,1,72,72,2019-02-08,,On Agreeing to the Amendment,Failed,172,246,0,20
House,116,1,73,73,2019-02-08,,On Agreeing to the Amendment,Agreed to,401,19,0,18
House,116,1,74,74,2019-02-08,Veterans’ Access to Child Care Act,On Motion to Recommit with Instructions,Failed,200,214,0,18
House,116,1,75,75,2019-02-08,Veterans’ Access to Child Care Act,On Passage,Passed,400,9,0,23
House,116,1,76,76,2019-02-11,Social Media Use in Clearance Investigations Act,On Motion to Suspend the Rules and Pass,Passed,377,3,0,51
House,116,1,78,78,2019-02-13,"Providing for consideration of H.J. Res.37, directing the removal of United States Armed Forces from hostilities in the Republic of Yemen that have not been authorized by Congress; waiving a requirement of clause 6(a) of rule XIII with respect to consideration of certain resolutions reported from the Committee on Rules",On Ordering the Previous Question,Passed,227,195,0,9
House,116,1,77,77,2019-02-11,Creating Advanced Streamlined Electronic Services for Constituents Act,"On Motion to Suspend the Rules and Pass, as Amended",Passed,379,0,0,52
House,116,1,79,79,2019-02-13,"Providing for consideration of H.J. Res.37, directing the removal of United States Armed Forces from hostilities in the Republic of Yemen that have not been authorized by Congress; waiving a requirement of clause 6(a) of rule XIII with respect to consideration of certain resolutions reported from the Committee on Rules",On Agreeing to the Resolution,Passed,228,193,0,10
House,116,1,80,80,2019-02-13,,On Approving the Journal,Passed,215,199,1,16
House,116,1,81,81,2019-02-13,,On Agreeing to the Amendment,Agreed to,252,177,0,8
House,116,1,83,83,2019-02-13,Directing the removal of United States Armed Forces from hostilities in the Republic of Yemen that have not been authorized by Congress,On Passage,Passed,248,177,1,5
House,116,1,82,82,2019-02-13,Directing the removal of United States Armed Forces from hostilities in the Republic of Yemen that have not been authorized by Congress,On Motion to Recommit with Instructions,Passed,424,0,2,5
House,116,1,84,84,2019-02-13,Settlement Agreement Information Database Act,"On Motion to Suspend the Rules and Pass, as Amended",Passed,418,0,0,13
House,116,1,86,86,2019-02-14,"Providing for consideration of the conference report to accompany H.J. Res. 31, making further continuing appropriations for the Department of Homeland Security for fiscal year 2019, and for other purposes; providing for proceedings during the period from February 15, 2019 through February 22, 2019",On Agreeing to the Resolution,Passed,230,196,0,5
House,116,1,85,85,2019-02-14,"Providing for consideration of the conference report to accompany H.J. Res. 31, making further continuing appropriations for the Department of Homeland Security for fiscal year 2019, and for other purposes; providing for proceedings during the period from February 15, 2019 through February 22, 2019",On Ordering the Previous Question,Passed,229,195,0,7
House,116,1,87,87,2019-02-14,"Making further continuing appropriations for the Department of Homeland Security for fiscal year 2019, and for other purposes",On Agreeing to the Conference Report,Passed,300,128,0,4
House,116,1,88,88,2019-02-25,Innovators to Entrepreneurs Act,On Motion to Suspend the Rules and Pass,Passed,385,18,0,28
House,116,1,89,89,2019-02-25,Recognizing Achievement in Classified School Employees Act,On Motion to Suspend the Rules and Pass,Passed,387,19,0,25
House,116,1,90,90,2019-02-26,"Providing for consideration of the bill (H.R. 8) Bipartisan Background Checks Act, and providing for consideration of the bill (H.R. 1112) Enhanced Background Checks Act",On Ordering the Previous Question,Passed,229,191,0,11
House,116,1,91,91,2019-02-26,"Providing for consideration of the bill (H.R. 8) Bipartisan Background Checks Act, and providing for consideration of the bill (H.R. 1112) Enhanced Background Checks Act",On Agreeing to the Resolution,Passed,227,194,0,10
House,116,1,92,92,2019-02-26,"Providing for consideration of the joint resolution (H.J. Res. 46) relating to a national emergency declared by the President on February 15, 2019",On Ordering the Previous Question,Passed,228,193,0,10
House,116,1,93,93,2019-02-26,"Providing for consideration of the joint resolution (H.J. Res. 46) relating to a national emergency declared by the President on February 15, 2019",On Agreeing to the Resolution,Passed,229,193,0,9
House,116,1,94,94,2019-02-26,"Relating to a national emergency declared by the President on February 15, 2019",On Passage,Passed,245,182,0,5
House,116,1,95,95,2019-02-26,Natural Resources Management Act,On Motion to Suspend the Rules and Pass,Passed,363,62,0,6
House,116,1,96,96,2019-02-27,,On Agreeing to the Amendment,Failed,182,250,0,5
House,116,1,98,98,2019-02-27,Bipartisan Background Checks Act,On Motion to Recommit with Instructions,Passed,220,209,0,3
House,116,1,97,97,2019-02-27,,On Agreeing to the Amendment,Agreed to,310,119,0,8
House,116,1,99,99,2019-02-27,Bipartisan Background Checks Act,On Passage,Passed,240,190,0,2
House,116,1,100,100,2019-02-28,,On Agreeing to the Amendment,Agreed to,282,144,0,11
House,116,1,101,101,2019-02-28,,On Agreeing to the Amendment,Agreed to,234,193,0,10
House,116,1,102,102,2019-02-28,Enhanced Background Checks Act,On Motion to Recommit with Instructions,Failed,194,232,0,5
House,116,1,103,103,2019-02-28,Enhanced Background Checks Act,On Passage,Passed,228,198,0,6
House,116,1,104,104,2019-03-05,Burn Pit Registry Enhancement Act,On Motion to Suspend the Rules and Pass,Passed,416,0,0,15
House,116,1,105,105,2019-03-05,"To designate the outstation of the Department of Veterans Affairs in North Ogden, Utah, as the Major Brent Taylor Vet Center Outstation",On Motion to Suspend the Rules and Pass,Passed,417,0,0,14
House,116,1,106,106,2019-03-06,"Providing for consideration of H.R. 1, the For the People Act of 2019; and providing for consideration of motions to suspend the rules",On Ordering the Previous Question,Passed,232,191,0,8
House,116,1,107,107,2019-03-06,"Providing for consideration of H.R. 1, the For the People Act of 2019; and providing for consideration of motions to suspend the rules",On Agreeing to the Resolution,Passed,232,192,0,7
House,116,1,108,108,2019-03-07,Condemning anti-Semitism as hateful expressions of intolerance that are contradictory to the values and aspirations that define the people of the United States and condemning anti-Muslim discrimination and bigotry against minorities as hateful expressions of intolerance that are contrary to the values and aspirations,"On Motion to Suspend the Rules and Agree, as Amended",Passed,407,23,1,1
House,116,1,109,109,2019-03-07,,On Agreeing to the Amendment,Agreed to,219,215,0,3
House,116,1,110,110,2019-03-07,,On Agreeing to the Amendment,Failed,199,235,0,3
House,116,1,111,111,2019-03-07,,On Agreeing to the Amendment,Failed,126,305,2,4
House,116,1,112,112,2019-03-07,,On Agreeing to the Amendment,Failed,200,233,0,4
House,116,1,113,113,2019-03-07,,On Agreeing to the Amendment,Failed,194,238,0,5
House,116,1,114,114,2019-03-07,,On Agreeing to the Amendment,Failed,195,237,0,5
House,116,1,115,115,2019-03-08,,On Agreeing to the Amendment,Agreed to,237,188,0,12
House,116,1,116,116,2019-03-08,,On Agreeing to the Amendment,Agreed to,239,186,0,12
House,116,1,117,117,2019-03-08,For the People Act,On Motion to Recommit with Instructions,Failed,197,228,0,7
House,116,1,118,118,2019-03-08,For the People Act,On Passage,Passed,234,193,0,5
House,116,1,119,119,2019-03-11,Housing Choice Voucher Mobility Demonstration Act,On Motion to Suspend the Rules and Pass,Passed,387,22,0,22
House,116,1,120,120,2019-03-11,Cooperate with Law Enforcement Agencies and Watch Act,"On Motion to Suspend the Rules and Pass, as Amended",Passed,404,7,0,20
House,116,1,121,121,2019-03-12,Calling for accountability and justice for the assassination of Boris Nemtsov,"On Motion to Suspend the Rules and Agree, as Amended",Passed,416,1,0,14
House,116,1,122,122,2019-03-12,Crimea Annexation Non-recognition Act,"On Motion to Suspend the Rules and Pass, as Amended",Passed,427,1,0,3
House,116,1,123,123,2019-03-12,Federal Register Modernization Act,"On Motion to Suspend the Rules and Pass, as Amended",Passed,426,1,0,4
House,116,1,124,124,2019-03-13,"Providing for consideration of H. Con. Res. 24, expressing the sense of Congress that the report of Special Counsel Mueller should be made available to the public and to Congress; providing for proceedings during the period from March 15, 2019, through March 22, 2019",On Agreeing to the Resolution,Passed,233,195,0,3
House,116,1,125,125,2019-03-14,Expressing the sense of Congress that the report of Special Counsel Mueller should be made available to the public and to Congress,On Agreeing to the Resolution,Passed,420,0,4,7
House,116,1,126,126,2019-03-25,European Energy Security and Diversification Act,"On Motion to Suspend the Rules and Pass, as Amended",Passed,391,24,0,16
House,116,1,128,128,2019-03-26,Lytton Rancheria Homelands Act,On Motion to Suspend the Rules and Pass,Passed,404,21,0,6
House,116,1,127,127,2019-03-26,"Relating to a national emergency declared by the President on February 15, 2019","On Passage, Objections of the President to the Contrary Notwithstanding",Failed,248,181,0,3
House,116,1,129,129,2019-03-26,Little Shell Tribe of Chippewa Indians Restoration Act,On Motion to Suspend the Rules and Pass,Passed,403,21,0,7
House,116,1,130,130,2019-03-27,"Providing for consideration of H.R. 7, the Paycheck Fairness Act; H. Res. 124, expressing opposition to banning service in the Amred Forces by openly transgender individuals",On Ordering the Previous Question,Passed,231,192,0,8
House,116,1,131,131,2019-03-27,"Providing for consideration of H.R. 7, the Paycheck Fairness Act; H. Res. 124, expressing opposition to banning service in the Amred Forces by openly transgender individuals",On Agreeing to the Resolution,Passed,232,190,0,9
House,116,1,132,132,2019-03-27,,On Agreeing to the Amendment,Agreed to,406,24,0,7
House,116,1,133,133,2019-03-27,Paycheck Fairness Act,On Motion to Recommit with Instructions,Failed,191,236,0,4
House,116,1,134,134,2019-03-27,Paycheck Fairness Act,On Passage,Passed,242,187,0,3
House,116,1,135,135,2019-03-28,Expressing opposition to banning service in the Armed Forces by openly transgender individuals,On Agreeing to the Resolution,Passed,238,185,1,8
House,116,1,136,136,2019-03-28,,On Approving the Journal,Passed,216,179,1,35
House,116,1,137,137,2019-04-01,Coordinating and Leveraging Activities for School Security Act,"On Motion to Suspend the Rules and Pass, as Amended",Passed,384,18,0,29
House,116,1,138,138,2019-04-01,Terrorist and Foreign Fighter Travel Exercise Act,"On Motion to Suspend the Rules and Pass, as Amended",Passed,394,7,0,30
House,116,1,140,140,2019-04-02,Consideration of (S.J.Res. 7) to direct the removal of the United States Armed Forces from hostilities in the Republic of Yemen that have not been authorized by Congress; consideration of (H.Res. 271) Condemning the Trump Administration’s Legal Campaign to Take Away Americans’ Health Care; and suspension authority.,On Ordering the Previous Question,Passed,231,191,0,9
House,116,1,139,139,2019-04-01,,On Approving the Journal,Passed,207,181,1,42
House,116,1,141,141,2019-04-02,Consideration of (S.J.Res. 7) to direct the removal of the United States Armed Forces from hostilities in the Republic of Yemen that have not been authorized by Congress; consideration of (H.Res. 271) Condemning the Trump Administration’s Legal Campaign to Take Away Americans’ Health Care; and suspension authority.,On Agreeing to the Resolution,Passed,230,188,0,13
House,116,1,142,142,2019-04-02,"To designate the facility of the United States Postal Service located at 770 Ayrault Road in Fairport, New York, as the “Louise and Bob Slaughter Post Office”",On Motion to Suspend the Rules and Pass,Passed,414,7,0,11
House,116,1,143,143,2019-04-02,,On Approving the Journal,Passed,222,189,1,19
House,116,1,144,144,2019-04-03,"Providing for consideration of the bill (H.R. 1585) to reauthorize the Violence Against Women Act of 1994, and for other purposes",On Ordering the Previous Question,Passed,231,193,0,7
House,116,1,146,146,2019-04-03,Condemning the Trump Administration’s Legal Campaign to Take Away Americans’ Health Care,On Agreeing to the Resolution,Passed,240,186,1,5
House,116,1,145,145,2019-04-03,"Providing for consideration of the bill (H.R. 1585) to reauthorize the Violence Against Women Act of 1994, and for other purposes",On Agreeing to the Resolution,Passed,231,194,0,6
House,116,1,148,148,2019-04-03,,On Agreeing to the Amendment,Agreed to,394,36,0,7
House,116,1,149,149,2019-04-03,,On Agreeing to the Amendment,Agreed to,258,173,0,6
House,116,1,147,147,2019-04-03,,On Agreeing to the Amendment,Agreed to,363,67,0,7
House,116,1,150,150,2019-04-03,,On Agreeing to the Amendment,Agreed to,429,0,0,8
House,116,1,151,151,2019-04-04,"To designate the facility of the United States Postal Service located at 1450 Montauk Highway in Mastic, New York, as the “Army Specialist Thomas J. Wilwerth Post Office Building”",On Motion to Suspend the Rules and Pass,Passed,423,0,0,8
House,116,1,152,152,2019-04-04,To direct the removal of the United States Armed Forces from hostilities in the Republic of Yemen that have not been authorized by Congress,On Motion to Commit with Instructions,Failed,194,228,1,8
House,116,1,153,153,2019-04-04,To direct the removal of the United States Armed Forces from hostilities in the Republic of Yemen that have not been authorized by Congress,On Passage,Passed,247,175,1,9
House,116,1,154,154,2019-04-04,,On Agreeing to the Amendment,Agreed to,425,0,0,12
House,116,1,155,155,2019-04-04,Violence Against Women Reauthorization Act,On Motion to Recommit with Instructions,Failed,185,237,0,9
House,116,1,156,156,2019-04-04,Violence Against Women Reauthorization Act,On Passage,Passed,263,158,1,9
House,116,1,157,157,2019-04-08,Authorizing the use of the Capitol Grounds for the Greater Washington Soap Box Derby,On Motion to Suspend the Rules and Agree,Passed,386,0,0,45
House,116,1,158,158,2019-04-08,Local Water Protection Act,On Motion to Suspend the Rules and Pass,Passed,329,56,0,46
House,116,1,159,159,2019-04-08,,On Approving the Journal,Passed,194,182,1,54
House,116,1,160,160,2019-04-09,"Providing for consideration of H.R. 1644, Save the Internet Act; and providing for consideration of H.R. 2021, Investing for the People Act",On Ordering the Previous Question,Passed,225,192,0,14
House,116,1,161,161,2019-04-09,"Providing for consideration of H.R. 1644, Save the Internet Act; and providing for consideration of H.R. 2021, Investing for the People Act",On Agreeing to the Resolution,Passed,219,201,0,11
House,116,1,162,162,2019-04-09,Building on Reemployment Improvements to Deliver Good Employment for Workers Act,"On Motion to Suspend the Rules and Pass, as Amended",Passed,393,24,0,14
House,116,1,163,163,2019-04-10,,On Agreeing to the Amendment,Agreed to,363,60,0,14
House,116,1,164,164,2019-04-10,,On Agreeing to the Amendment,Agreed to,376,46,0,15
House,116,1,166,166,2019-04-10,Save the Internet Act,On Motion to Recommit with Instructions,Failed,204,216,0,11
House,116,1,167,167,2019-04-10,Save the Internet Act,On Passage,Passed,232,190,0,10
House,116,1,165,165,2019-04-10,,On Agreeing to the Amendment,Agreed to,423,0,0,14
House,116,1,169,169,2019-04-29,,On Approving the Journal,Passed,227,182,1,21
House,116,1,168,168,2019-04-29,Columbia River In-Lieu and Treaty Fishing Access Sites Improvement Act,On Motion to Suspend the Rules and Pass,Passed,396,18,0,17
House,116,1,170,170,2019-04-30,National Senior Investor Initiative Act,On Motion to Suspend the Rules and Pass,Passed,392,20,0,19
House,116,1,172,172,2019-05-01,"Providing for consideration of the bill (H.R. 9) to direct the President to develop a plan for the United States to meet its nationally determined contribution under the Paris Agreement, and for other purposes",On Ordering the Previous Question,Passed,228,191,0,12
House,116,1,171,171,2019-04-30,Supporting the protection of elders through financial literacy,On Motion to Suspend the Rules and Agree,Passed,411,6,0,14
House,116,1,173,173,2019-05-01,"Providing for consideration of the bill (H.R. 9) to direct the President to develop a plan for the United States to meet its nationally determined contribution under the Paris Agreement, and for other purposes",On Agreeing to the Resolution,Passed,226,188,0,17
House,116,1,174,174,2019-05-01,Raising a question of the privileges of the House,On Motion to Table,Passed,226,183,0,22
House,116,1,175,175,2019-05-02,,On Agreeing to the Amendment,Agreed to,237,185,0,15
House,116,1,176,176,2019-05-02,,On Agreeing to the Amendment,Failed,189,234,0,14
House,116,1,177,177,2019-05-02,,On Agreeing to the Amendment,Failed,189,234,0,14
House,116,1,178,178,2019-05-02,,On Agreeing to the Amendment,Agreed to,262,163,0,12
House,116,1,179,179,2019-05-02,,On Agreeing to the Amendment,Agreed to,305,121,0,11
House,116,1,180,180,2019-05-02,,On Agreeing to the Amendment,Agreed to,295,132,0,10
House,116,1,181,181,2019-05-02,,On Agreeing to the Amendment,Agreed to,257,167,0,13
House,116,1,182,182,2019-05-02,,On Agreeing to the Amendment,Agreed to,259,166,0,12
House,116,1,184,184,2019-05-02,Climate Action Now Act,On Passage,Passed,231,190,0,11
House,116,1,183,183,2019-05-02,Climate Action Now Act,On Motion to Recommit with Instructions,Failed,206,214,0,11
House,116,1,185,185,2019-05-07,Reaffirming the United States commitment to Taiwan and to the implementation of the Taiwan Relations Act,On Motion to Suspend the Rules and Agree,Passed,414,0,0,17
House,116,1,186,186,2019-05-07,Championing American Business Through Diplomacy Act,On Motion to Suspend the Rules and Pass,Passed,400,16,0,15
House,116,1,187,187,2019-05-08,Orange Book Transparency Act,"On Motion to Suspend the Rules and Pass, as Amended",Passed,422,0,0,9
